row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Food and kindred products,184,69,35,31,0,3,115,15686,14225,6135,3658,2064,38,375,8090,3943
Tobacco manufacturers,1,1,1,0,0,0,0,9,9,8,8,0,0,0,I,9
Textile mill products,24,8,4,4,0,0,16,3270,2885,1758,1112,185,5,456,1127,1651
Apparel and other finished products made from fabric and similar materials,27,10,8,1,0,I,17,13239,12102,4686,4485,27,126,48,7416,1 219
Lumber and wood products (except furniture),91,40,28,9,0,3,51,6218,5133,2143,1716,245,0,182,2999,1698
Furniture and fixtures,64,24,15,6,2,I,40,5892,5.336,2625,2190,358,51,26,2711,2460
Paper and allied products,60,27,18,9,0,0,33,2856,2610,1212,846,314,0,52,1398,1106
"Printing, publishing, and allied products",105,39,24,6,2,7,66,4999,4608,2263,1.345,538,148,232,2345,2052
Chemicals and allied products,92,41,29,II,0,1,51,4408,4134,1939,1673,206,0,60,2.195,"2,149 338"
Petroleum refining and related industries,19 103,5 38,2,2,0,1,14,1207,1122,507,137,216,0,154 62,"615 5,577",
Rubber and miscellaneous plastic products,,,30,6,2,0,65,10272,9401,3824,3035,631,96,,,2511
Leather and leather products,14,7,4,0,0,3,7,1495,1338,574,443,0,2,129,764,533
"Stone, clay, glass, and concrete products",98,36,22,13,0,1,62,5039,4680,2035,1513,367,0,155,2645,1953
Pnmary metal industries,108,59,45,7,I,6,49,7050,6552,3409,2752,219,15,423,3143,2972
Fabricated metal products (except machinery and trans- portation equipment),188,80,61,12,3,4,108,11812,10789,5047,4327,470,88,162,5742,3862
Machinery (except electrical),160,68,50,11,I,6,92,12927,11884,4781,3851,533,21,376,7103,2.661
"Electrical and electronic machinery, equipment, and sup- plies",100,36,27,6,I,2,64,12197,11150,5 558,4877,506,94,81,5592,4.198
Aircraft and parts,95,44,29,12,0,3,51,8254,7461,3678,2946,570,37,125,3783,4119
Ship and boat building and repairing,10,3,3,0,0,0,7,3457,2537,1140,1119,0,0,21,1397,2267
Automotive and other transportation equipment,16,7,6,I,0,0,9,779,712,334,248,86,0,0,378,202
"Measuring, analyzing, and controlling instruments, photo- graphic, medical, and optical goods watches and clocks industnes",35,10,7,I,0,2,25,2680,2516,"1,219 2,788","821 1,682",57 713,15 82,326 311,"1,297 3,721",739
Miscellaneous manufacturing,164,64,31,19,5,9,100,7235,6509,,,,,,,2243
Manufacturing,1758,716,479,167,17,53,1 042,140981,127693,57663,44784,8305,818,3756,70030,44.885
Metal mining,8,2,2,0,0,0,6,1311,1202,540,450,0,90,0,662,105
Coal mining,14,5,1,0,3,1,9,1185,1091,362,183,0,119,60,729,162 91
Oil and Ras extraction,7,2,1,,0,0,5,,285,101,,7,0,0,,
,,,,1,,,,303,,,94,,,,184,
