row_label,col_1,col_2,col_3
Received-Closed-Pending,1,Disposition,11D
Distribution of Intake:,,Party Filing,11C
by Industry,5,Rerun Results,IIE
Geographic,"6A,B",Ruled on,11B
Court Litigation,,Types of Elections,11
,,Union-Shop Deauthorization,
Appellate Decisions,19A,Polls-Results of,12
Enforcement and Review,19,Valid Votes Cast,14
Injunction Litigation,20,Unfair Labor Practice Cases,
Miscellaneous Litigation,21,,
Representation and Union Deauthorization Cases,,"Allegations, Types of Disposition:",2
General,,by Method by Stage,7
Received-Closed-Pending Disposition:,,,8
,"1,1B",Jurisdictional Dispute Cases,
by Method,,(Before Complaint),
,10,Remedial Actions Taken,7A
by Stage,9,Size of Establishment,4
Formal Action Taken Processing Time,3B 23 Processing,(Number of Employees) Time,18
,,Certification,23
Elections,,Amendment of and Unit Clarification,
Final Outcome,13,Cases,
Geographic Distribution,"15A,B",Received-Closed-Pending,1
Industrial Distribution,16,Disposition by Method,10A
,,Formal Actions Taken,3C
,,Advisory Opinions,
,,Received-Closed-Pending,22
,,Disposition by Method,22A
