row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Management of Companies and Enterprises............................................,7,5,3,1,1,2,379,334,184,127,21,36,150,229
Administrative and Support Services........,169,114,47,44,23,55,10276,6952,4677,1626,2140,911,2275,7591
Waste Management and Remediation Services.....................................................,85,38,38,0,0,47,3860,3504,1678,1649,19,10,1826,1743
"Administrative and Support, Waste Management and Remediation Services……………………………...",254,152,85,44,23,102,14136,10456,6355,3275,2159,921,4101,9334
Educational Services............................,54,46,36,2,8,8,5933,4363,2823,2464,70,289,1540,5508
Ambulatory Health Care Services.............,52,31,27,1,3,21,4282,3687,2386,2175,78,133,1301,2957
Hospitals....................................................,145,104,84,7,13,41,27767,21948,12403,10997,563,843,9545,18072
Nursing and Residential Care Facilities....,190,120,114,5,1,70,16240,12219,7933,7806,110,17,4286,12069
Social Assistance.......................................,56,34,29,2,3,22,3890,3058,1739,1514,58,167,1319,2039
Health Care and Social Assistance.......,443,289,254,15,20,154,52179,40912,24461,22492,809,1160,16451,35137
"Performing Arts, Spectator Sports and Related Industries......................................",9,5,5,0,0,4,395,312,86,86,0,0,226,110
"Museums, Historical Sites and Similar Institutions.................................................",1,1,1,0,0,0,28,26,15,15,0,0,11,28
"Amusement, Gambling and Recreation Industries...................................................",14,7,5,2,0,7,1150,989,461,461,0,0,528,475
"Arts, Entertainment and Recreation.....",24,13,11,2,0,11,1573,1327,562,562,0,0,765,613
Accommodation........................................,33,19,18,0,1,14,1676,1332,705,646,0,59,627,865
Foodservices and Drinking Places............,26,18,16,2,0,8,1314,1049,668,598,70,0,381,1003
Accommodation and Foodservices......,59,37,34,2,1,22,2990,2381,1373,1244,70,59,1008,1868
Repair and Maintenance............................,33,18,18,0,0,15,1208,1114,607,602,0,5,507,652
