row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Miscellaneous Store Retailers................................,69,59,53,5,1,0,0,0,0,10,6,2,2,0,0,0
Nonstore Retailers..................................................,48,39,31,8,0,0,0,0,0,9,8,1,0,0,0,0
45-Retail Trade..................................................,408,350,303,44,2,1,0,0,0,56,42,3,11,1,0,1
Air Transportation..................................................,51,39,26,13,0,0,0,0,0,12,12,0,0,0,0,0
Rail Transportation..................................................,37,33,29,4,0,0,0,0,0,4,3,0,1,0,0,0
Water Transportation..............................................,197,181,84,70,25,1,0,0,1,16,14,0,2,0,0,0
Truck Transportation..............................................,801,664,495,146,17,2,1,0,3,132,97,3,32,3,1,1
Transit and Ground Passenger Transportation........,811,659,486,172,1,0,0,0,0,144,105,1,38,6,0,2
Pipeline Transportation..........................................,17,11,10,1,0,0,0,0,0,6,5,1,0,0,0,0
Scenic and Sightseeing Transportation..................,15,12,8,3,1,0,0,0,0,3,3,0,0,0,0,0
Support Activities for Transportation......................,472,404,258,136,5,3,0,0,2,62,49,2,11,2,1,3
48-Transportation..............................................,2401,2003,1396,545,49,6,1,0,6,379,288,7,84,11,2,6
Postal Service..........................................................,2715,2712,2006,706,0,0,0,0,0,2,1,0,1,0,0,1
Couriers and Messengers........................................,254,232,154,76,2,0,0,0,0,22,17,0,5,0,0,0
Warehousing and Storage Facilities........................,467,362,293,59,7,1,1,0,1,104,89,0,15,0,0,1
49-Transportation..............................................,3436,3306,2453,841,9,1,1,0,1,128,107,0,21,0,0,2
Publishing Industries..............................................,318,274,235,37,2,0,0,0,0,40,32,1,7,0,1,3
Motion Picture and Sound Recording Industries....,54,43,26,12,2,2,1,0,0,11,10,0,1,0,0,0
Broadcasting and Telecommunications..................,1230,1073,862,209,0,0,2,0,0,145,95,6,44,7,0,5
Information Services and Data Processing Services....................................................................,100,83,69,14,0,0,0,0,0,15,11,0,4,0,1,1
Information........................................................,1702,1473,1192,272,4,2,3,0,0,211,148,7,56,7,2,9
Monetary Authorities - Central Bank......................,25,20,14,3,2,1,0,0,0,5,4,0,1,0,0,0
Credit Intermediation and Related Activities..........,41,32,29,3,0,0,0,0,0,4,4,0,0,2,1,2
"Securities, Commodity Contracts and Other Intermediation and Related Activities....................",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
