row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Electronics and Appliance Stores............,2,0,0,0,0,2,45,37,14,4,10,0,23,0
Building Material and Garden Equipment and Supplies Dealers................................,6,5,1,4,0,1,1007,829,317,18,299,0,512,77
Food and Beverage Stores........................,34,11,5,6,0,23,2005,1708,618,247,371,0,1090,491
Health and Personal Care Stores..............,11,6,1,4,1,5,794,672,356,208,102,46,316,301
Gasoline Stations......................................,4,2,0,1,1,2,142,126,108,37,8,63,18,113
Clothing and Clothing Accessories Stores,1,1,0,1,0,0,165,159,107,0,107,0,52,165
44-Retail Trade....................................,93,45,22,20,3,48,4841,4155,1828,736,981,111,2327,1385
"Sporting Goods, Hobby, Book, and",,,,,,,,,,,,,,
Music Stores..............................................,1,0,0,0,0,1,22,17,3,0,3,0,14,0
General Merchandise Stores....................,12,7,1,6,0,5,1260,1151,664,5,659,0,487,877
Miscellaneous Store Retailers..................,6,3,0,3,0,3,219,239,99,0,99,0,140,48
Nonstore Retailers....................................,7,3,1,2,0,4,155,143,76,32,44,0,67,109
45-Retail Trade....................................,26,13,2,11,0,13,1656,1550,842,37,805,0,708,1034
Air Transportation....................................,3,2,1,1,0,1,1267,1051,446,3,443,0,605,23
Rail Transportation..................................,2,1,0,1,0,1,79,63,17,0,8,9,46,11
Water Transportation................................,4,1,1,0,0,3,138,122,36,35,0,1,86,104
Truck Transportation................................,60,35,7,28,0,25,3466,2926,2135,1043,1092,0,791,2470
Transit and Ground Passenger,,,,,,,,,,,,,,
Transportation..........................................,73,43,18,23,2,30,5958,5078,2943,1580,1246,117,2135,4032
Pipeline Transportation............................,2,1,0,1,0,1,24,23,14,0,14,0,9,11
Scenic and Sightseeing Transportation....,1,0,0,0,0,1,43,29,13,0,13,0,16,0
Support Activities for Transportation......,25,19,11,8,0,6,1696,1490,878,576,301,1,612,778
48-Transportation and Warehousing....,170,102,38,62,2,68,12671,10782,6482,3237,3117,128,4300,7429
Postal Service............................................,2,2,2,0,0,0,106,130,128,128,0,0,2,106
Couriers and Messengers..........................,15,6,0,6,0,9,511,463,247,1,246,0,216,72
