row_label,col_1,col_2
1.,Case Intake by Unfair Labor Practice Charges and Representation Petitions.........................................................................................2,
2.,ULP Case Intake....................................................................................4,
3.,Disposition Pattern for Unfair Labor Practice Cases.............................5,
3A.,Disposition Pattern for Meritorious Unfair Labor Practice Cases ........7,
3B.,Disposition Pattern for Unfair Labor Practice Cases After Trial .........7,
4.,"Number of Unfair Labor Practice Cases Pending Under Preliminary Investigation, Month to Month......................................................8",
5.,Unfair Labor Practice Merit Factor ......................................................9,
6.,Complaints Issued in Unfair Labor Practice Proceedings and Median Days From Filing to Complaint...................................................11,
7.,Unfair Labor Practice Cases Settled,...................................................12
8.,Administrative Law Judge Hearings and Decisions ...........................13,
9.,Amount of Backpay Received by Discriminatees ..............................14,
10.,Time Required to Process Representation Cases From Filing of Petition to Issuance of Decision.........................................................15,
11.,Contested Board Decisions Issued......................................................16,
12.,Representation Elections Conducted,..................................................18
13.,Regional Director Decisions Issued in Representation and Related Cases ...........................................................................................19,
14.,Cases Closed.......................................................................................20,
15.,Comparison of Filings of Unfair Labor Practice Cases and Representation Cases...................................................................21,
