row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
North Carolina..........................................,18,14,13,0,1,4,1501,1335,930,924,0,6,405,977
South Carolina...........................................,5,3,2,1,0,2,400,332,173,159,14,0,159,46
Virginia.....................................................,30,22,16,1,5,8,1413,1153,729,608,60,61,424,813
West Virginia............................................,27,18,16,2,0,9,2345,2095,1258,1247,0,11,837,1644
South Atlantic......................................,261,172,135,20,17,89,20105,16826,9976,8660,598,718,6850,11805
Iowa...........................................................,26,19,16,1,2,7,1519,1323,765,742,0,23,558,1058
Kansas.......................................................,11,4,3,1,0,7,1605,1434,511,498,13,0,923,100
Minnesota..................................................,48,21,20,0,1,27,2614,2409,1143,1134,0,9,1266,829
Missouri....................................................,45,22,21,1,0,23,5231,4533,1808,1518,276,14,2725,483
Nebraska....................................................,9,6,5,1,0,3,754,678,401,388,13,0,277,652
North Dakota.............................................,4,2,2,0,0,2,257,233,118,115,3,0,115,176
South Dakota.............................................,2,0,0,0,0,2,352,321,65,65,0,0,256,0
West North Central..............................,145,74,67,4,3,71,12332,10931,4811,4460,305,46,6120,3298
Arkansas....................................................,14,12,10,1,1,2,1181,1097,529,477,42,10,568,301
Louisiana...................................................,30,18,17,1,0,12,2187,1635,951,938,12,1,684,1032
Oklahoma..................................................,12,5,5,0,0,7,454,404,184,184,0,0,220,124
Texas.........................................................,59,32,29,2,1,27,3520,3194,1405,1198,188,19,1789,1288
West South Central..............................,115,67,61,4,2,48,7342,6330,3069,2797,242,30,3261,2745
"Total, all States and areas....................",2316,1311,1128,97,86,1005,164294,136846,73036,64971,4396,3669,63810,81692
