row_label,col_1,col_2
A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a)
Subsections of Sec. 8(a): Total cases,26244,100.0
8(a)(1),4235,16.1
8(a)(1)(2),228,0.9
8(4XIX3),10022,38.2
8(a)(1X4),167,0.6
8(a)(1)(5),8.112,30.9
8(4)(1X2X3),177,0.7
8(e)(IX2)(4),6,0.0
5(4)(1X2X5),172,0.7
8(4)(1X3X4),665,2.5
8(4)(1X3X5),2170,8.3
8(8)(10)(5),22,0.1
8(4)(1X2)(3X4),16,0.1
8(a)(1X2X3)(5),96,0.4
8(a)(1X2)(4X5),4,0.0
8(0(1)0)(4)(5),116,0.4
8(aXIX2X3)(4)(5),36,0.1
',','
8(a)(1),26244,100.0
8(a)(2),735,2.8
8(4)(3),13298,503
8(aX4),1032,3.9
80IX5),10728,40.9
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b): Total cases,7754,100.0
8(bX1),5335,68.8
8(b)(2),46,0.6
8(b)(3),182,2.3
8(b)(4),667,8.6
8(b)(5),6,0.1
8(bR6),2,0.0
8(b)(7),98,1.3
8(b)(1X2),813,10.5
8(bX1X3),304,3.9
8(b)(1X5),4,0.1
8(b)(1)(6),10,0.1
8(b)(2X3),4,0.1
803X3X6),1,0.0
803)(1X2X3),271,3.5
8(bR1)(2)(5),2,0.0
8(b)(1)(2X6),2,0.0
8(b)(1X3)(6) 8(b)(1X2)(3)(5),4 2,0.1 0.0
8(b)(1X2X3X6),1,0.0
