row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Motor Vehicle and Parts Dealers..............,70,39,37,2,0,31,1211,1113,580,580,0,0,533,546
Furniture and Home Furnishings Stores..,5,3,3,0,0,2,220,172,69,69,0,0,103,46
Electronics and Appliance Stores............,3,1,1,0,0,2,80,67,16,16,0,0,51,3
Building Material and Garden Equipment and Supplies Dealers................................,9,6,5,0,1,3,319,293,114,105,0,9,179,67
Food and Beverage Stores........................,64,33,33,0,0,31,2257,2300,942,866,1,75,1358,738
Health and Personal Care Stores..............,10,4,4,0,0,6,173,161,67,67,0,0,94,54
Gasoline Stations......................................,4,3,3,0,0,1,50,41,30,30,0,0,11,28
Clothing and Clothing Accessories Stores,2,1,1,0,0,1,32,26,14,14,0,0,12,6
44-Retail Trade....................................,167,90,87,2,1,77,4342,4173,1832,1747,1,84,2341,1488
"Sporting Goods, Hobby, Book and Music",,,,,,,,,,,,,,
Stores........................................................,3,2,2,0,0,1,59,50,25,25,0,0,25,25
General Merchandise Stores....................,15,8,6,0,2,7,4360,2839,1944,1147,0,797,895,2857
Miscellaneous Store Retailers..................,4,3,0,1,2,1,228,198,86,73,0,13,112,17
Nonstore Retailers....................................,3,2,2,0,0,1,45,43,27,27,0,0,16,37
45-Retail Trade....................................,25,15,10,1,4,10,4692,3130,2082,1272,0,810,1048,2936
Air Transportation....................................,6,6,6,0,0,0,307,247,165,165,0,0,82,307
Rail Transportation..................................,2,1,1,0,0,1,44,33,20,20,0,0,13,44
Water Transportation................................,6,2,1,0,1,4,283,207,156,58,0,98,51,221
Truck Transportation................................,97,35,35,0,0,62,4893,4227,1567,1550,17,0,2660,1157
Transit and Ground Passenger Transportation..........................................,93,53,53,0,0,40,8853,7272,3889,3747,17,125,3383,3996
Pipeline Transportation............................,3,2,2,0,0,1,80,74,15,15,0,0,59,5
Scenic and Sightseeing Transportation....,3,3,3,0,0,0,264,179,142,142,0,0,37,264
Support Activities for Transportation......,41,22,21,0,1,19,998,868,392,385,0,7,476,361
48-Transportation................................,251,124,122,0,2,127,15722,13107,6346,6082,34,230,6761,6355
Couriers and Messengers..........................,9,3,3,0,0,6,178,146,62,47,0,15,84,64
Warehousing and Storage Facilities..........,67,28,27,1,0,39,4042,3426,1609,1606,0,3,1817,1376
49-Transportation................................,76,31,30,1,0,45,4220,3572,1671,1653,0,18,1901,1440
