row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Anzona,400,352,246,97,8,0,0,0,1,48,27,10,11,0,0,0
California,5695,4435,2706,1324,274,38,15,2,76,1121,703,194,224,50,4,85
Hawaii,201,161,80,71,9,0,1,0,0,35,30,1,4,3,0,2
Guam,5,3,1,2,0,0,0,0,0,2,2,0,0,0,0,0
Nevada,458,394,213,164,10,3,2,o,2,63,28,11,24,0,0,1
Region IX,6759,5345,3246,1658,301,41,18,2,79,1269,790,216,263,53,4,88
Alaska,302,250,150,71,25,0,0,0,4,49,34,9,6,2,0,1
Idaho,116,85,57,21,0,6,1,0,0,29,21,2,6,0,0,2
Oregon,458,306,243,56,2,3,1,0,1,142,83,18,41,2,0,8
Washington,1105,794,506,243,33,2,0,0,10,273,119,33,121,17,0,21
Region X,1981,1435,956,391,60,11,2,0,15,493,257,62,174,21,0,32
"Total, all States and areas",41175,32685,22545,8382,1115,280,47,28,288,7884,5623,586,1675,245,29,332
