row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,4,2,1,1,0,2,632,611,298,93,205,0,313,429
Animal Production....................................,5,4,4,0,0,1,606,548,287,287,0,0,261,540
Forestry and Logging................................,2,2,2,0,0,0,71,69,44,44,0,0,25,71
"Fishing, Hunting and Trapping................",1,1,1,0,0,0,136,98,94,94,0,0,4,136
Support Activities for Agriculture and Forestry....................................................,5,3,3,0,0,2,151,109,58,58,0,0,51,4
"Agriculture, Forestry, Fishing, and Hunting......................................................",17,12,11,1,0,5,1596,1435,781,576,205,0,654,1180
Oil and Gas Extraction..............................,6,3,2,1,0,3,405,480,278,219,59,0,202,130
Mining (except Oil and Gas)....................,12,5,5,0,0,7,452,375,169,169,0,0,206,150
Support Activities for Mining..................,4,1,1,0,0,3,241,235,86,68,0,18,149,4
Mining..................................................,22,9,8,1,0,13,1098,1090,533,456,59,18,557,284
Utilities................................................,100,51,50,1,0,49,5629,5275,2616,2609,7,0,2659,2482
"Building, Developing and General Contracting................................................",74,27,24,2,1,47,1953,1512,751,693,27,31,761,731
Heavy Construction..................................,30,12,11,0,1,18,1001,688,291,282,0,9,397,145
Special Trade Contractors........................,192,78,74,2,2,114,5129,3805,1652,1607,9,36,2153,1638
Construction........................................,296,117,109,4,4,179,8083,6005,2694,2582,36,76,3311,2514
Food Manufacturing..................................,90,37,34,1,2,53,11690,9436,3613,2967,112,534,5823,2947
Beverage and Tobacco Product Manufacturing..........................................,25,8,7,0,1,17,1083,1004,396,391,3,2,608,209
Textile Mills..............................................,11,5,3,0,2,6,1446,1310,714,454,0,260,596,973
Textile Product Mills................................,5,2,2,0,0,3,5460,4801,2441,2441,0,0,2360,5016
Apparel Manufacturing............................,8,3,3,0,0,5,957,839,572,555,0,17,267,556
Leather and Allied Product Manufacturing..........................................,4,2,2,0,0,2,84,77,38,38,0,0,39,49
31-Manufacturing................................,143,57,51,1,5,86,20720,17467,7774,6846,115,813,9693,9750
Wood Product Manufacturing..................,23,11,10,0,1,12,1841,1659,816,777,0,39,843,984
Paper Manufacturing................................,48,19,17,1,1,29,4535,3757,1568,1368,35,165,2189,1212
Printing and Related Support Activities....,22,5,4,,,17,1411,,488,475,3,10,762,374
,,,,0,1,,,1250,,,,,,
