row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Postal Service............................................,1,1,1,0,0,0,2,2,2,2,0,0,0,2
Couriers and Messengers..........................,12,6,4,1,1,6,353,294,135,77,27,31,159,123
Warehousing and Storage Facilities..........,66,23,22,1,0,43,3907,3426,1346,1329,5,12,2080,528
49-Transportation................................,79,30,27,2,1,49,4262,3722,1483,1408,32,43,2239,653
Publishing Industries................................,25,11,11,0,0,14,1116,999,441,432,9,0,558,308
Motion Picture and Sound Recording Industries..................................................,5,0,0,0,0,5,258,157,50,18,32,0,107,10
Broadcasting and Telecommunications....,74,37,34,0,3,37,3581,3179,1464,1364,0,100,1715,1208
Information Services and Data Processing Services..................................,6,4,4,0,0,2,168,154,96,96,0,0,58,140
Information..........................................,110,52,49,0,3,58,5123,4489,2051,1910,41,100,2438,1666
Monetary Authorities - Central Bank........,4,3,2,0,1,1,73,61,51,48,0,3,10,59
Credit Intermediation and Related Activities..................................................,4,4,3,0,1,0,48,46,43,40,0,3,3,48
"Funds, Trusts and Other Financial Vehicles (U.S. Only)................................",2,0,0,0,0,2,183,212,77,77,0,0,135,0
Finance and Insurance..........................,10,7,5,0,2,3,304,319,171,165,0,6,148,107
Real Estate................................................,15,11,10,0,1,4,183,162,108,95,6,7,54,111
Rental and Leasing Services....................,28,15,14,1,0,13,458,399,219,210,9,0,180,229
Owners and Lessors of Other Non- Financial Assets........................................,2,2,2,0,0,0,10,10,8,8,0,0,2,10
Real Estate and Rental and Leasing....,45,28,26,1,1,17,651,571,335,313,15,7,236,350
"Professional, Scientific and Technical Services....................................................",42,24,21,3,0,18,2218,1920,978,904,55,19,942,1477
Management of Companies and Enterprises................................................,3,3,3,0,0,0,182,151,109,109,0,0,42,182
