row_label,col_1,col_2
"Fairmont Creamery Co., Devils' Lake Plant",36,622
"Ford Motor Co., Detroit, Mich",37,914
"Ford Motor Co., Edgewater, N. J",34,671
Fort Dodge Serum Co,39,837
Garden City Plating & Mfg. Co,41,1211
Gibbs Gas Engine Co,41,73
Goshen Mfg. Co,36,616
Granite Weaving Co,33,428
Guggenhime & Co,39,665
Hat Corp. of America,35,309
"Harris & Son, Inc., C. A. and Zwight, John, an individual",37,1120
"Hearst Radio, Inc., and WBAL Broadcasting Co",39,1301
"Henry Furnace de Foundry Co., The",35,1209
"Hesslein and Samstag, Inc",41,628
Highland Park Mfg. Co,36,184
"Hitchner & Hitchner, Inc",36,138
"Jacobs Bros., Inc",38,668
Johnson Rubber Co,37,792
"Kansas Explorations, Inc., a corporation",40,1
"Kayser, Julius & Co",35,521
"Kelly Co., The",38,1039
Kentucky Ridge Coal Co,35,162
"Keystone Silver, Inc",36,997
"Lake Shore Photo Engraving Co., Inc",38,77
Landreth Brothers Lumber Co,37,674
"Lee, Lora Dress Co., Inc., Gladdy-Colleen, Inc., and William Schwartz",35,1059
"Leila, Mary Cotton Mills",36,972
"Lees-Bradner Co., The",40,1173
"Link, Oliver P. Handle Co., Sequatchie Handle Works",40,1126
Loose-Wiles Biscuit Co,37,291
"M. B. Mfg. Co., Inc",41,566
Magnolia Petroleum Co,36,1145
"Maico Co., Inc., The",41,342
"May Co., The",38,1154
McClelland Co,33,665
Michaels Co,40,1136
Miller Oil Co,39,939
"Milton Box Co., a corp., Harris Pine Mills, Inc., a corp",36,191
Minneapolis Brewing Co,41,1513
Mosaic Tile Co,39,272
"Nelson, Herman Corp",34,294
New York Power and Light Corp,41,1184
"Newburger, Loeb Co., et al",37,683
