row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
New England........................................,15,5,5,0,0,10,455,396,191,191,0,0,205,233
Puerto Rico................................................,2,0,0,0,0,2,46,41,13,0,0,13,28,0
Virgin Islands............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlying Areas....................................,2,0,0,0,0,2,46,41,13,0,0,13,28,0
Alaska........................................................,3,2,2,0,0,1,310,208,137,137,0,0,71,84
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,26,7,7,0,0,19,4505,3462,1801,1388,0,413,1661,2133
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,2,2,2,0,0,0,45,45,24,24,0,0,21,45
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,16,5,5,0,0,11,495,423,216,216,0,0,207,267
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,8,3,3,0,0,5,542,454,244,244,0,0,210,60
Pacific..................................................,55,19,19,0,0,36,5897,4592,2422,2009,0,413,2170,2589
Delaware..................................................,2,0,0,0,0,2,40,35,6,6,0,0,29,0
District Of Columbia................................,2,2,2,0,0,0,93,85,61,61,0,0,24,93
Florida......................................................,8,2,2,0,0,6,280,260,87,87,0,0,173,113
Georgia......................................................,3,1,1,0,0,2,351,325,145,145,0,0,180,230
Maryland..................................................,5,2,2,0,0,3,464,351,151,104,47,0,200,177
North Carolina..........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina..........................................,3,2,2,0,0,1,260,205,90,42,48,0,115,260
Virginia....................................................,4,2,2,0,0,2,183,143,111,111,0,0,32,156
West Virginia............................................,3,0,0,0,0,3,116,91,16,16,0,0,75,0
South Atlantic......................................,30,11,11,0,0,19,1787,1495,667,572,95,0,828,1029
Iowa..........................................................,3,1,1,0,0,2,45,44,13,13,0,0,31,7
Kansas......................................................,7,3,3,0,0,4,412,347,166,166,0,0,181,239
Minnesota..................................................,13,6,6,0,0,,465,421,221,221,0,0,200,333
Missouri....................................................,16,3,3,0,0,7 13,579,499,227,215,0,12,272,384
