row_label,col_1,col_2,col_3,col_4,col_5,col_6
Manufacturing-Continued,,,,,,
Rubber products,97,1.0,22,0.9,75,1.0
Leather and leather products,238,2.5,51,2.1,187,2.6
"Stone, clay, and glass products",188,1.9,55,2.3,133,1.8
Iron and steel and then' products,1206,12.4,28.5,11.8,921,12.6
Nonferrous metals and their products,260,2.7,66,2.7,194,2.6
Machinery (except electrical),846,8.7,215,8.9,631,8.6
Electrical machinery,414,4.3,107,4.4,307,4.2
Transportation equipment,763,7.8,255,10.5,508,7.0
Aircraft and parts,352,3.6,133,5.5,219,3.0
Automotive,99,1.0,28,1.1,71,1.0
Ship and boat building and repairing _,284,2.9,89,3.7,195,2.7
Other,28,0.3,5,0.2,23,0.3
Miscellaneous manufacturing,220,2.2,53,2.2,167,2.3
"Agriculture, forestry, and fishing",12,0.1,2,0.1,10,0.2
Mining,292,3.0,90,3.7,202,2.8
Metal mining,55,0.11,13,0.3,42,0.6
Coal mining,79,0.8,41,1.7,38,0.3
Crude petroleum and natural gas production_,93,0.9,17,0.7,76,1.1
Nonmetallic mining and quarrying,65,0.7,19,0.8,46,0.6
Construction,73,0.7,27,1.1,45,0.6
Wholesale trade,541,.5. 6,52,2.1,489,6.7
Retail trade,200,2.1,so,2.5,140,1.9
"Finance, insurance, and real estate",151,1.5,33,1.4,118,1.6
"Transportation, 1 communication, and other public utilities",907,9.3,228,9.4,679,9.3
Highway passenger transportation,130,1.3,52,2.1,78,1.1
Highway freight transportation,122,1.3,• 44,1.8,78,1.1
Water transportation,205,2.1,20,0.8,185,2..5
Warehousing and storage,71,0.7,20,0.8,51,0.7
Other transportation,65,0.7,18,0.8,47,0.6
Communication,145,1.5,56,2.3,89,1.2
"Heat, light, power, water, and sanitary services",169,1.7,18,0.8,151,2.1
Services,270,2.8,121,5.0,149,2.0
