row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Massachusetts..........................................................,725,636,485,125,19,3,1,2,1,83,63,6,14,3,0,3
Maine......................................................................,70,52,35,17,0,0,0,0,0,15,14,0,1,1,0,2
New Hampshire......................................................,75,53,47,6,0,0,0,0,0,21,21,0,0,1,0,0
Rhode Island............................................................,116,87,75,11,0,1,0,0,0,22,21,0,1,4,0,3
Vermont..................................................................,62,56,46,10,0,0,0,0,0,5,2,0,3,0,0,1
New England......................................................,1502,1272,978,264,20,5,1,3,1,211,178,7,26,10,0,9
Puerto Rico..............................................................,355,277,213,64,0,0,0,0,0,74,71,0,3,2,0,2
Virgin Islands..........................................................,31,21,20,1,0,0,0,0,0,9,7,0,2,0,0,1
Outlying Areas....................................................,386,298,233,65,0,0,0,0,0,83,78,0,5,2,0,3
Alaska......................................................................,104,71,56,12,1,0,2,0,0,32,27,1,4,0,0,1
American Samoa....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California................................................................,3422,2964,2146,743,42,7,5,5,16,421,331,14,76,19,0,18
Federated States of Micronesia..............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam......................................................................,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hawaii......................................................................,333,282,218,52,6,0,6,0,0,51,32,2,17,0,0,0
Marshall Islands......................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon....................................................................,268,190,141,42,6,0,0,1,0,74,45,7,22,1,0,3
Palau........................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................................,869,659,499,148,9,1,0,0,2,196,154,4,38,3,0,11
Pacific................................................................,4997,4166,3060,997,64,8,13,6,18,775,590,28,157,23,0,33
District Of Columbia..............................................,171,142,95,43,0,3,1,0,0,27,22,1,4,2,0,0
Delaware..................................................................,78,64,44,15,3,1,0,0,1,14,13,0,1,0,0,0
Florida......................................................................,875,767,624,140,1,1,0,0,1,108,82,4,22,0,0,0
Georgia....................................................................,450,394,305,85,3,1,0,0,0,56,50,2,4,0,0,0
