row_label,col_1,col_2
Total number of cases closed before issuance of complaint,283,100.0
Agreement of the parties-informal settlement,96,33.9
Before 10(k) notice.,67,23.7
"After 10(k) notice, before opening of 10(k) hearing.",27,9.5
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute",2,0.7
Compliance with Board decision and determination of dispute.,5,1.8
Withdrawal,124,43.8
Before 10(k) notice.,101,35.7
"After 10(k) nonce, before opening of 10(k) hearing",14,4.9
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute.",9,3.2
After Board decision and determination of dispute,0,0.0
,58,20.5
Before 10(k) notice.,47,16.6
"After 10(k) notice, before opening of 10(k) hearing",4,1.4
"Alter opening of 10(k) hearing, before issuance of Board decision and determination of dispute",3,1.1
By Board decision and determination of dispute,4,1.4
