row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
South Carolina..........................................,1,0,0,0,0,1,330,299,128,128,0,0,171,0
Virginia....................................................,2,1,1,0,0,1,330,293,141,141,0,0,152,117
West Virginia............................................,7,3,2,0,1,4,251,242,110,84,0,26,132,128
South Atlantic......................................,39,13,11,1,1,26,2599,2329,1056,990,39,27,1273,1074
Iowa..........................................................,6,4,4,0,0,2,190,123,93,93,0,0,30,183
Kansas......................................................,7,0,0,0,0,7,810,772,217,217,0,0,555,0
Minnesota..................................................,23,8,7,1,0,15,927,855,468,430,38,0,387,517
Missouri....................................................,21,2,2,0,0,19,724,648,188,188,0,0,460,45
Nebraska....................................................,5,4,4,0,0,1,242,237,148,148,0,0,89,228
North Dakota............................................,2,1,1,0,0,1,33,32,16,16,0,0,16,14
South Dakota............................................,1,0,0,0,0,1,6,6,2,2,0,0,4,0
West North Central..............................,65,19,18,1,0,46,2932,2673,1132,1094,38,0,1541,987
Arkansas....................................................,7,2,2,0,0,5,466,421,202,202,0,0,219,197
Louisiana..................................................,4,2,1,0,1,2,169,127,72,49,0,23,55,138
Oklahoma..................................................,7,1,1,0,0,6,190,177,65,65,0,0,112,35
Texas........................................................,9,4,4,0,0,5,921,843,379,379,0,0,464,132
West South Central..............................,27,9,8,0,1,18,1746,1568,718,695,0,23,850,502
"Total, all States and areas....................",423,151,138,10,3,272,28717,24193,11497,10949,261,287,12696,11901
