row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Connecticut...............................................,4,2,1,0,1,2,96,88,41,24,10,7,47,35
Maine........................................................,3,1,0,0,1,2,101,80,49,20,0,29,31,48
Massachusetts............................................,7,2,1,0,1,5,391,342,229,142,0,87,113,322
New Hampshire.........................................,1,1,1,0,0,0,6,6,4,4,0,0,2,6
Rhode Island.............................................,3,1,1,0,0,2,100,87,34,34,0,0,53,10
Vermont....................................................,1,0,0,0,0,1,9,9,4,4,0,0,5,0
New England........................................,19,7,4,0,3,12,703,612,361,228,10,123,251,421
Puerto Rico................................................,4,1,0,0,1,3,71,63,19,3,0,16,44,15
Virgin Islands............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlying Areas.....................................,4,1,0,0,1,3,71,63,19,3,0,16,44,15
Alaska........................................................,2,1,1,0,0,1,376,331,200,200,0,0,131,242
American Samoa.......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,24,11,10,0,1,13,2387,2009,1145,858,0,287,864,1674
Federated States of Micronesia.................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam.........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii.......................................................,2,1,1,0,0,1,82,54,24,24,0,0,30,25
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon.......................................................,4,2,2,0,0,2,179,160,79,79,0,0,81,74
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington...............................................,15,6,5,1,0,9,984,753,424,275,149,0,329,721
Pacific...................................................,47,21,19,1,1,26,4008,3307,1872,1436,149,287,1435,2736
Delaware...................................................,3,1,1,0,0,2,1009,859,605,605,0,0,254,940
District Of Columbia.................................,1,0,0,0,0,1,60,55,23,23,0,0,32,0
