row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Arizona,557,427,205,218,3,0,1,0,0,128,31,41,56,0,0,2
California,6327,5144,3313,1413,280,37,11,4,86,1076,611,221,244,33,6,68
Hawaii,328,238,198,33,5,0,1,0,1,75,54,4,17,14,0,1
Guam,4,I,0,1,0,0,0,0,0,3,3,0,0,0,0,0
Nevada,647,576,351,182,33,4,1,0,5,50,32,I,17,0,0,21
Region IX,7863,6386,4067,1847,321,41,14,4 _,92,1332,731,267,334 _,47,6,92
Alaska,282,229,125,79,17,4,I,0,3,50,34,8,8,2,0,1
Idaho,128,84,69,12,0,3,0,0,0,36,26,I,9,2,0,6
Oregon,525,309,228,66,12,1,1,0,1,179,70,29,80,20,0,17
Washuigton,1274,892,606,236,33,4,1,0,12,337,151,47,139,21,I,23
Region X,2209,1514,"1,028 _",393,62,12,3,0,16,602,281,85,236,45,1,47
"Total, all States and areas",44118,"- 35,529",24852,8899,1108,283,63,34,290,7846,5370,646,1830,254,36,453
