row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,1387,1157,804,270,36,34,4,0,9,204,153,6,45,12,1,13
Indiana....................................................................,684,609,472,95,35,0,0,1,6,70,58,0,12,3,0,2
Michigan..................................................................,1413,1273,868,391,9,4,0,0,1,128,84,4,40,1,0,11
Ohio........................................................................,1437,1244,854,312,43,0,33,2,0,182,81,62,39,6,1,4
Wisconsin................................................................,459,386,288,96,1,0,0,0,1,68,41,9,18,1,0,4
East North Central..............................................,5380,4669,3286,1164,124,38,37,3,17,652,417,81,154,23,2,34
Alabama..................................................................,457,424,267,157,0,0,0,0,0,33,29,1,3,0,0,0
Kentucky..................................................................,445,402,317,79,2,0,0,4,0,33,21,0,12,2,7,1
Mississippi..............................................................,145,124,96,28,0,0,0,0,0,19,18,0,1,0,0,2
Tennessee................................................................,341,309,229,79,1,0,0,0,0,32,25,2,5,0,0,0
East South Central..............................................,1388,1259,909,343,3,0,0,4,0,117,93,3,21,2,7,3
Puerto Rico..............................................................,310,274,210,64,0,0,0,0,0,29,26,0,3,2,0,5
U.S. Minor Outlying Islands..................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands..........................................................,34,25,23,2,0,0,0,0,0,8,8,0,0,1,0,0
Island Areas........................................................,344,299,233,66,0,0,0,0,0,37,34,0,3,3,0,5
New Jersey..............................................................,1252,1077,667,366,23,20,1,0,0,165,146,2,17,4,0,6
New York................................................................,2926,2487,1532,840,54,30,8,2,21,411,342,6,63,13,1,14
Pennsylvania............................................................,1379,1189,860,289,22,11,4,2,1,172,135,1,36,5,0,13
Middle Atlantic..................................................,5557,4753,3059,1495,99,61,13,4,22,748,623,9,116,22,1,33
Arizona....................................................................,302,270,222,44,3,0,0,1,0,31,23,0,8,0,0,1
Colorado..................................................................,368,332,254,78,0,0,0,0,0,34,28,1,5,0,0,2
Idaho........................................................................,45,39,32,6,1,0,0,0,0,6,4,0,2,0,0,0
Montana..................................................................,71,47,36,10,1,0,0,0,0,17,12,2,3,3,0,4
New Mexico............................................................,139,124,108,16,0,0,0,0,0,15,12,0,3,0,0,0
Nevada....................................................................,406,363,247,103,12,0,0,1,0,43,30,5,8,0,0,0
Utah........................................................................,64,58,45,12,1,0,0,0,0,6,5,0,1,0,0,0
