row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Mountain…………………………,152,77,74,1,2,75,9444,8223,4248,4197,30,21,3975,4774
Washington…………………………….,118,58,57,0,1,60,5974,5170,2740,2443,5,292,2430,3139
Oregon………………………………….,48,27,22,2,3,21,2347,1948,1058,869,94,95,890,1746
California……………………………….,351,182,171,2,9,169,21899,18622,9507,8830,189,488,9115,10475
Alaska…………………………………..,28,10,9,0,1,18,1422,1140,542,435,0,107,598,439
Hawaii…………………………………..,39,18,17,0,1,21,2166,1752,756,746,0,10,996,868
Guam……………………………………,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific……………………………,584,295,276,4,15,289,33808,28632,14603,13323,288,992,14029,16667
PertoRico………………………………,52,27,6,0,21,25,2209,1835,874,157,0,717,961,688
VirginIsland……………………………,5,4,4,0,0,1,273,206,75,29,0,46,131,53
OutlyingAreas……………………,57,31,10,0,21,26,2482,2041,949,186,0,763,1092,741
"Total, all States and areas ………...",3585,1811,1592,43,176,1774,242123,210387,106529,93695,2541,10293,103858,112291
