row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois........................................,23,5,1,4,0,18,1158,947,510,319,191,0,437,608
Indiana........................................,13,5,3,2,0,8,1227,982,448,397,51,0,534,641
Michigan....................................,17,7,3,4,0,10,844,688,370,235,135,0,318,457
Ohio............................................,15,7,3,4,0,8,732,616,307,167,140,0,309,501
Wisconsin...................................,15,5,2,3,0,10,481,402,205,128,72,5,197,167
East North Central.................,83,29,12,17,0,54,4442,3635,1840,1246,589,5,1795,2374
Alabama.....................................,1,0,0,0,0,1,68,64,27,0,27,0,37,0
Kentucky....................................,7,4,1,3,0,3,449,402,232,181,51,0,170,240
Mississippi.................................,1,0,0,0,0,1,97,85,35,35,0,0,50,0
Tennessee...................................,6,1,1,0,0,5,1102,889,401,368,33,0,488,224
East South Central.................,15,5,2,3,0,10,1716,1440,695,584,111,0,745,464
Puerto Rico.................................,1,1,0,1,0,0,31,31,21,0,21,0,10,31
U.S. Minor Outlying Islands…..,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands.............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Island Areas...........................,1,1,0,1,0,0,31,31,21,0,21,0,10,31
New Jersey.................................,6,3,2,0,1,3,153,143,66,52,3,11,77,101
New York...................................,20,7,3,3,1,13,1722,1304,920,726,161,33,384,1518
Pennsylvania..............................,16,4,1,3,0,12,529,468,226,43,183,0,242,259
Middle Atlantic.....................,42,14,6,6,2,28,2404,1915,1212,821,347,44,703,1878
Arizona.......................................,5,2,1,1,0,3,533,308,270,190,14,66,38,483
Colorado.....................................,3,0,0,0,0,3,636,597,280,280,0,0,317,0
Idaho...........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana.....................................,4,1,0,1,0,3,81,59,28,0,28,0,31,49
Nevada.......................................,3,2,0,2,0,1,103,159,61,20,41,0,98,18
New Mexico...............................,1,1,0,1,0,0,155,134,106,0,106,0,28,155
Utah............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming....................................,1,0,0,0,0,1,8,8,2,0,2,0,6,0
Mountain...............................,17,6,1,5,0,11,1516,1265,747,490,191,66,518,705
Connecticut................................,6,4,2,2,0,2,364,271,154,40,114,0,117,344
