row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Wholesale trade …………………...…...……,1117,880,718,152,6,4,0,0,0,226,183,5,38,4,0,7
Retail trade …………………...……………...,1817,1464,1160,274,21,5,0,0,4,332,256,13,63,13,0,8
"Finance, insurance, and real estate …………..",474,369,272,77,14,3,0,0,3,95,69,6,20,5,0,5
U.S. Postal Service…………………………..,2106,2102,1477,623,1,0,1,0,0,4,4,0,0,0,0,0
Local and suburban transit and interurban highway passenger transportation………………………………….,745,553,449,102,2,0,0,0,0,182,158,2,22,5,2,3
Motor freight transportation and warehousing ……….…..,2098,1720,1374,312,29,2,1,0,2,367,317,9,41,7,0,4
Water transportation …………………...………………....,234,210,103,92,9,3,0,0,3,24,20,1,3,0,0,0
Other transportation…………………………..……….….,471,377,300,72,4,1,0,0,0,94,80,1,13,0,0,0
Communication……………………...…………………...,862,729,577,143,4,5,0,0,0,116,92,2,22,6,0,11
"Electric, gas, and sanitary services……………………….",871,665,495,166,4,0,0,0,0,192,165,4,23,2,1,11
"Transportation, communication, and other utilities ..............................................................",5281,4254,3298,887,52,11,1,0,5,975,832,19,124,20,3,29
"Hotels, rooming houses, camps, and other lodging places...................................................................................",638,531,405,116,8,1,0,0,1,103,85,1,17,3,1,0
Personal services ……………………...............……….....,295,198,163,34,0,1,0,0,0,93,69,0,24,1,0,3
"Automotive repair, services, and garages ……………...…",355,240,181,53,3,1,0,0,2,112,97,2,13,1,0,2
Motion pictures…………………………………………...,134,111,85,25,0,0,0,0,1,23,22,0,1,0,0,0
Amusement and recreation services (exception motion pictures) …………………......…………………………....,426,339,258,73,5,3,0,0,0,,78,3,6,0,0,0
Healthservices……………………………………………,3285,,,,,1,1,45,,87,,,85,12,3,51
Educational services ...........................................................,236,"2,491 172","2,095 121",337 44,11 4,1,2,0,1 0,728 59,639 54,4 1,4,0,0,5
Membership organizations .................................................,653,1524,1105,365,33,10,,0,8,342,308,3,31,10,0,5
,1881,526,285,186,26,4,21,0,4,112,94,2,16,2,4,9
Business services………………………………………....,,,39,,,0 0,3,0 0,0,8,5,1,2,,0,1
Miscellaneous repair services .............................................,63,48,,8,1,,0,,0,15,13,0,2,0,0,0
Legal services…………………………………...………..,31,22,21,1,0,,0,,,,,,,0,0,
"Museums, art galleries, and botanical and zoological gardens ...............................................................................",6,5,3,1,1,0,0,0,0,1,1,0,0,0,0,0
Social services…………………………………...………. Miscellaneous services……………………………...……,"314 1,760","210 1,514",178 1251,31 253,1 6,0 2,0 0,0 0,0 2,97 234,79 165,1 11,17 58,0 2,0,7 11
Services ………………….......………………,10078,7931,6190,1527,99,24,27,,,,1709,29,276,,,
,,,,,,,,45,19,2014,,,,31,8,94
"Public administration………………………... Total, all industrial groups …………..……....","87 33,247","63 27,465","52 21,063","7 5,626",2 461,2 155,0 35,0 45,0 80,"21 5,462","20 4,551",0 128,1 783,1 110,1 15,1 195
