row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Information.........................................................,1366,1201,946,240,6,8,1,0,0,152,100,4,48,7,0,6
Monetary Authorities-Central Bank.....................,25,20,18,2,0,0,0,0,0,5,4,1,0,0,0,0
Credit Intermediation and Related Activities..........,44,39,36,2,1,0,0,0,0,4,3,0,1,0,0,1
"Securities, Commodity Contracts and Other Intermediation and Related Activities.....................",17,14,13,1,0,0,0,0,0,3,3,0,0,0,0,0
Insurance Carriers and Related Activities...............,51,46,26,20,0,0,0,0,0,4,2,0,2,0,0,1
"Funds, Trusts and Other Financial Vehicles (U.S. Only)........................................................................",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Finance and Insurance........................................,143,125,99,25,1,0,0,0,0,16,12,1,3,0,0,2
Real Estate...............................................................,229,206,123,62,18,2,0,0,1,22,19,1,2,0,0,1
Rental and Leasing Services....................................,187,135,114,18,3,0,0,0,0,51,40,2,9,1,0,0
Owners and Lessors of Other Non-Financial Assets.......................................................................,7,6,3,3,0,0,0,0,0,1,1,0,0,0,0,0
Real Estate and Rental and Leasing...................,423,347,240,83,21,2,0,0,1,74,60,3,11,1,0,1
"Professional, Scientific and Technical Services.",301,233,185,39,8,0,1,0,0,62,56,1,5,2,0,4
Management of Companies and Enterprises......,53,48,28,20,0,0,0,0,0,5,5,0,0,0,0,0
Administrative and Support Services......................,1828,1454,1053,369,11,9,2,0,10,349,302,12,35,19,0,6
Waste Management and Remediation Services......,590,450,403,41,4,1,0,0,1,136,109,2,25,1,0,3
"Administrative and Support, Waste Management and Remediation Services............",2418,1904,1456,410,15,10,2,0,11,485,411,14,60,20,0,9
Educational Services..........................................,419,325,269,48,6,0,1,1,0,85,70,2,13,1,0,8
Ambulatory Health Care Services...........................,433,334,299,35,0,0,0,0,0,93,69,0,24,2,0,4
Hospitals..................................................................,1503,1236,950,260,9,1,1,12,3,220,179,1,40,7,7,33
Nursing and Residential Care Facilities..................,1626,1268,1082,171,2,1,0,11,1,340,257,18,65,5,2,11
Social Assistance.....................................................,377,284,251,31,1,0,0,1,0,84,66,1,17,4,0,5
