row_label,col_1,col_2
Total number of cases closed before issuance of complaint...........................................,73,100.0
Agreement of the parties-informal settlement..........................................................................,38,52.1
Before 10(k) notice..............................................................................................................,24,32.9
"After 10(k) notice, before opening of 10(k) hearing...........................................................",12,16.4
"After opening of 10(k) hearing, before issuance of Board decision and",,
determination of dispute…..................................................................................................,2,2.7
After Board decision and determination of dispute............................................................,0,0.0
Compliance with Board decision and determination of dispute..............................................,2,2.7
Withdrawal...............................................................................................................................,26,35.6
Before 10(k) notice..............................................................................................................,24,32.9
"After 10(k) notice, before opening of 10(k) hearing...........................................................",1,1.4
"After opening of 10(k) hearing, before issuance of Board decision and",,
determination of dispute......................................................................................................,1,1.4
After Board decision and determination of dispute.............................................................,0,0.0
Dismissal..................................................................................................................................,7,9.6
Before 10(k) notice..............................................................................................................,5,6.8
"After 10(k) notice, before opening of 10(k) hearing...........................................................",2,2.7
"After opening of 10(k) hearing, before issuance of Board decision and",,
determination of dispute......................................................................................................,0,0.0
By Board decision and determination of dispute................................................................,0,0.0
