row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois.......................................................,253,130,120,9,1,123,10725,8774,4267,4083,142,42,4507,4668
Indiana......................................................,67,31,29,1,1,36,2742,2444,1002,984,10,8,1442,908
Michigan...................................................,157,63,62,1,0,94,11020,9474,4425,4257,15,153,5049,3331
Ohio...........................................................,160,69,64,4,1,91,13500,12484,5457,5155,151,151,7027,3433
Wisconsin..................................................,65,26,24,2,0,39,3595,2934,1177,1153,24,0,1757,1315
East North Central................................,702,319,299,17,3,383,41582,36110,16328,15632,342,354,19782,13655
Alabama....................................................,32,16,15,0,1,16,3196,2928,1397,1271,0,126,1531,1172
Kentucky...................................................,50,13,13,0,0,37,5224,4638,1784,1774,0,10,2854,869
Mississippi................................................,15,12,12,0,0,3,1291,1142,848,848,0,0,294,1186
Tennessee..................................................,38,14,12,2,0,24,4039,3545,1526,1501,11,14,2019,914
East South Central................................,135,55,52,2,1,80,13750,12253,5555,5394,11,150,6698,4141
New Jersey................................................,169,97,90,3,4,72,9866,8155,4509,3818,373,318,3646,5398
New York..................................................,275,154,124,12,18,121,26174,20160,12467,10649,397,1421,7693,16172
Pennsylvania.............................................,237,130,118,9,3,107,14988,12719,6368,5807,461,100,6351,7441
Middle Atlantic....................................,681,381,332,24,25,300,51028,41034,23344,20274,1231,1839,17690,29011
Arizona......................................................,15,8,4,3,1,7,1044,937,496,411,80,5,441,511
Colorado....................................................,31,19,19,0,0,12,1757,2017,1357,1357,0,0,660,581
Idaho..........................................................,7,2,2,0,0,5,192,183,54,28,26,0,129,10
Montana....................................................,17,8,7,1,0,9,724,656,270,158,24,88,386,146
Nevada......................................................,46,26,25,1,0,20,4948,4482,1773,1545,228,0,2709,1630
New Mexico..............................................,12,9,8,1,0,3,848,770,429,424,5,0,341,462
Utah..........................................................,4,1,0,1,0,3,198,222,113,62,51,0,109,91
Wyoming..................................................,7,2,2,0,0,5,443,402,220,219,1,0,182,119
Mountain..............................................,139,75,67,7,1,64,10154,9669,4712,4204,415,93,4957,3550
