row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Massachusetts............................................,4,3,3,0,0,1,390,364,221,221,0,0,143,324
New Hampshire........................................,1,0,0,0,0,1,6,6,2,2,0,0,4,0
Rhode Island............................................,1,0,0,0,0,1,62,58,22,22,0,0,36,0
Vermont....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New England........................................,10,3,3,0,0,7,527,490,264,264,0,0,226,324
Puerto Rico................................................,8,1,1,0,0,7,318,262,94,75,0,19,168,95
Virgin Islands............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlying Areas....................................,8,1,1,0,0,7,318,262,94,75,0,19,168,95
Alaska........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,40,17,14,1,2,23,2379,2074,1096,971,86,39,978,1574
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,6,1,1,0,0,5,178,147,67,67,0,0,80,24
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,9,3,3,0,0,6,309,272,121,121,0,0,151,87
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,21,10,10,0,0,11,1266,1053,566,566,0,0,487,530
Pacific..................................................,76,31,28,1,2,45,4132,3546,1850,1725,86,39,1696,2215
Delaware..................................................,1,1,0,1,0,0,35,29,15,0,15,0,14,35
District Of Columbia................................,1,0,0,0,0,1,7,6,0,0,0,0,6,0
Florida......................................................,11,2,2,0,0,9,962,829,383,383,0,0,446,441
Georgia......................................................,2,0,0,0,0,2,220,209,101,94,7,0,108,0
Maryland..................................................,6,1,1,0,0,5,421,359,139,139,0,0,220,73
North Carolina..........................................,4,2,2,0,0,2,235,216,107,60,47,0,109,162
