row_label,col_1,col_2,col_3
by Industry,5,Polls-Results of,12
Geographic,"6A,B",Valid Votes Cast,14
Court Litigation,,,
Appellate Decisions,19A,Unfair Labor Practice Cases,
Enforcement and Review,19,Received-Closed-Pending,"1, 1A"
Injunction Litigation,20,"Allegations, Types of",2
Miscellaneous Litigation,21,Disposition:,
,,by Method,7
Representation and Union,,by Stage,8
Deauthorization Cases General,,Jurisdictional Dispute Cases (Before Complaint),7A
Received-Closed-Pending,,Remedial Actions Taken,4
Disposition:,"1,1B",Size of Establishment,
by Method,10,(Number of Employees),18
by Stage,9,Processing Time,23
Formal Action Taken,3B,,
Processing Time,23,Amendment of Certification and Unit Clarification,
Elections,,Cases,
Final Outcome,13,Received-Closed-Pending,I
Geographic Distribution,"15A,B",Disposition by Method,10A
Industrial Distribution,16,Formal Actions Taken,3C
Objections/Challenges:,,,
Elections Conducted,1 1 A,Advisory Opinions,
Disposition,11D,,
Party Filing,11C,Received-Closed-Pending,22
Rerun Results,11E,Disposition by Method,22A
