row_label,col_1,col_2
Total number of cases closed before Issuance of complaint,271,100 0
Agreement of the parties-informal settlement,103,38 0
Before 10(k) notice,65,240
"After 10(k) notice, before opening of 10(k) heanng",37,13 7
"After opening of 10(k) hearing, before Issuance of Board decision and determination of dispute",1,04
Compliance with Board decision and determination of dispute,13,48
Withdrawal,100,36 9
Before 10(k) notice,80,29 5
"After 10(k) notice, before opening of 10(k) hearing",9,33
"After opening of 10(k) hearing, before Issuance of Board decision and determination of dispute",11,41
After Board decision and determination of dispute,0,00
Dismissal,55,20 3
Before 10(k) notice,39,144
"After 10(k) notice, before opening of 10(k) hearing",6,22
"After opening of 10(k) hearing, before Issuance of Board decision and determination of dispute",5,18
By Board decision and determination of dispute,5,. 18
