row_label,col_1,col_2
Total number of cases closed before issuance of complaint,187,100.0
Agreement of the parties-informal settlement,83,44.3
Before 10(k) notice,68,36.3
"After 10(k) notice, before opening of 10(k) hearing",15,8.0
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",0,0.0
Compliance with Board decision and determination of dispute,0,0.0
Withdrawal,59,31.5
Before 10(k) notice,52,27.8
"After 10(k) notice, before opening of 10(k) hearing",6,3.2
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",0,0.0
After Board decision and determination of dispute,1,0.5
Dismissal,45,24.1
Before 10(k) notice,32,17.1
"After 10(k) notice, before opening of 10(k) hearing",7,3.7
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",1,0.5
By Board decision and determination of dispute,5,2.8
