row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine,7,2,2,0,0,0,5,738,667,255,255,0,0,0,412,80
New Hampshire,9,3,2,1,0,0,6,209,192,105,10,95,0,0,87,82
Vermont,4,3,2,1,0,0,1,89,84,49,43,6,0,0,35,77
Massachusetts,114,68,53,11,2,2,46,4798,4161,2217,1504,255,372,86,1944,2013
Rhode Island,15,7,4,0,3,0,8,1677,1583,1054,432,2,620,0,529,852
Connecticut,68,34,9,12,3,10,34,6090,4831,2402,1650,229,132,391,2429,3708
New England,217,117,72,25,8,12,100,13601,11518,6082,3894,587,1124,477,5436,6812
New York,362,169,117,24,1,27,193,19832,16856,8167,5948,779,412,1028,8689,7397
New Jersey,171,73,42,19,3,9,98,10135,8495,4273,2627,607,290,749,4222,3805
Pennsylvania,311,128,82,30,5,11,183,17 973,16074,7070,4883,1178,112,897,9004,5388
Middle Atlantic,844,370,241,73,9,47,474,47940,41425,19510,13458,2564,814,2674,21915,16590
Ohio,292,108,73,27,6,2,184,15430,14132,5967,4519,1023,339,86,8165,4339
Indiana,145,60,27,28,0,5,85,7748,7381,3265,2186,875,15,189,4116,2653
Illinois,263,110,58,28,12,12,153,9055,8009,3811,2368,552,260,631,4198,3799
Michigan,363,163,107,441,3,7,200,19416,16806,8194,6473,968,170,583,8612,7555
Wisconsin,121,40,25,11,0,4,81,5785,5217,2537,1674,443,2,418,2680,1681
East North Central,1184,481,290,140,21,30,703,57434,51545,23774,17220,3861,786,1907,27771,20027
Iowa,58,24,12,II,0,1,34,1726,1505,695,429,240,0,26,810,707
Minnesota,105,47,32,11,0,4,58,4195,3718,1752,1156,355,1,240,1966,1756
Missouri,150,64,40,19,5,0,86,6261,5457,2452,1571,677,204,0,3005,2354
North Dakota,4,2,2,0,0,0,2,135,120,46,46,0,0,0,74,22
South Dakota,7,3,3,0,0,0,4,424,385,181,151,30,0,0,204,109
Nebraska,14,9,7,2,0,0,5,360,317,203,147,56,0,0,114,307
Kansas,37,15,8,6,0,1,22,1622,1480,595,363,204,0,28,885,517
West North Central,375,164,104,49,5,6,211,14723,12982,5924,3863,1562,205,294,7058,5772
