row_label,col_1,col_2,col_3
Hearings completed,118,8,108
Decision issued after hearing,120,7,110
By regional directors,109,7,99
By Board,11,0,11
Transferred by regional directors for initial decision,9,0,9
Review of regional directors decisions Requests for review received,9,0,9
Withdrawn before request ruled upon,0,0,0
"Board action on requests ruled upon, total",7,0,7
Granted,4,0,4
Denied,3,0,3
Remanded,0,0,0
"Withdrawn after request granted, before Board review",,,
"Board decision after review, total",,,
Regional directors' decisions,2,0,2
Aftlimed,2,0,2
Modified,0,0,0
