row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Massachusetts..........................................................,842,715,556,123,23,12,0,1,0,118,93,5,20,1,1,7
Maine......................................................................,112,102,96,6,0,0,0,0,0,10,9,0,1,0,0,0
New Hampshire......................................................,51,42,37,5,0,0,0,0,0,8,7,0,1,1,0,0
Rhode Island............................................................,159,122,99,15,6,2,0,0,0,33,28,0,5,1,0,3
Vermont..................................................................,60,51,45,6,0,0,0,0,0,9,6,1,2,0,0,0
New England......................................................,1734,1483,1183,252,32,14,0,1,1,235,192,10,33,5,1,10
Puerto Rico..............................................................,346,270,227,41,0,0,0,2,0,69,61,0,8,1,0,6
Virgin Islands..........................................................,17,13,11,2,0,0,0,0,0,3,2,0,1,1,0,0
Outlying Areas....................................................,363,283,238,43,0,0,0,2,0,72,63,0,9,2,0,6
Alaska......................................................................,73,49,30,19,0,0,0,0,0,23,14,2,7,1,0,0
American Samoa....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California................................................................,3928,3397,2319,987,50,20,3,4,14,498,393,14,91,21,0,12
Federated States of Micronesia..............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam......................................................................,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hawaii......................................................................,328,278,222,56,0,0,0,0,0,45,30,0,15,0,5,0
Marshall Islands......................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon.....................................................................,324,251,201,45,3,0,2,0,0,66,45,5,16,2,0,5
Palau........................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................................,737,584,441,133,6,1,3,0,0,141,109,1,31,10,0,2
Pacific................................................................,5391,4559,3213,1240,59,21,8,4,14,774,592,22,160,34,5,19
District Of Columbia...............................................,192,148,87,54,4,0,0,1,2,41,32,7,2,1,0,2
Delaware..................................................................,120,99,79,,2,0,0,0,0,19,10,1,8,1,0,1
Florida......................................................................,995,848,680,18 152,9,0,1,6,0,143,117,0,26,0,1,3
,433,370,287,79,3,1,0,0,0,54,46,0,8,0,1,8
Georgia....................................................................,,,,,,,,,,,,,,,,
