row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,205,121,111,10,0,84,10534,8734,4756,4235,521,0,3978,5909
Indiana......................................................,64,25,22,1,2,39,5233,4591,1821,1782,27,12,2770,776
Michigan..................................................,153,84,81,1,2,69,8531,7295,3604,3528,10,66,3691,4224
Ohio..........................................................,132,69,64,3,2,63,6580,5960,2652,2493,147,12,3308,1825
Wisconsin..................................................,110,78,74,3,1,32,3357,2736,1403,1360,33,10,1333,1742
East North Central................................,664,377,352,18,7,287,34235,29316,14236,13398,738,100,15080,14476
Alabama....................................................,23,11,9,1,1,12,1949,1948,899,837,52,10,1049,870
Kentucky..................................................,32,15,13,2,0,17,2933,2616,1222,1198,4,20,1394,878
Mississippi................................................,7,2,2,0,0,5,1205,1116,398,398,0,0,718,47
Tennessee..................................................,25,10,9,1,0,15,8833,8299,2690,2673,17,0,5609,536
East South Central................................,87,38,33,4,1,49,14920,13979,5209,5106,73,30,8770,2331
New Jersey................................................,121,58,51,4,3,63,7811,6633,3141,2997,70,74,3492,2674
New York..................................................,266,159,129,14,16,107,24902,17421,11769,10157,359,1253,5652,17816
Pennsylvania............................................,195,104,95,6,3,91,8781,7553,3503,3174,246,83,4050,2947
Middle Atlantic....................................,582,321,275,24,22,261,41494,31607,18413,16328,675,1410,13194,23437
Arizona......................................................,26,17,15,2,0,9,1231,977,609,405,204,0,368,1101
Colorado....................................................,19,4,4,0,0,15,1103,1034,364,364,0,0,670,91
Idaho..........................................................,8,4,4,0,0,4,405,366,222,222,0,0,144,229
Montana....................................................,4,2,2,0,0,2,127,97,48,48,0,0,49,56
Nevada......................................................,26,9,7,2,0,17,1187,1060,476,417,59,0,584,258
New Mexico..............................................,14,7,6,1,0,7,1094,898,356,320,4,32,542,283
Utah..........................................................,10,8,8,0,0,2,238,300,186,186,0,0,114,140
