row_label,col_1,col_2
,"4. Unilateral Change that is not Material, Substantial, or Significant.................................................................................",36
,5. Employer's Declaration of Impasse..............................................,36
C.,Remedial Order Provisions,................................................................ 37
,1. Gissel Bargaining Order,............................................................... 37
,2. Backpay Period for 'Salts',........................................................... 39
,3. Reimbursement of Litigation Expenses,........................................ 40
,4. Piercing the Corporate Veil...........................................................,41
V.,Supreme Court Litigation ........................................................................,43
VI.,Enforcement Litigation............................................................................,45
,A. Duty to Bargain..................................................................................,45
,B. Protected Concerted Activity .............................................................,47
,C. Undocumented Workers Are Statutory Employees............................,49
,D. Successor's Failure to Hire ................................................................,50
,E. Piercing the Corporate Veil................................................................,50
,F. At-Will Employment Status of Permanent Striker Replacements,...... 51
VII.,Injunction Litigation.................................................................................,53
,A. Injunction Litigation Under Section 10(j)..........................................,53
,B. Injunction Litigation Under Section 10(l) ..........................................,56
VIII.,Contempt Litigation and Compliance Branch..........................................,59
IX.,Special Litigation.....................................................................................,61
,A. Litigation Concerning Board and Court Jurisdiction .........................,61
,B. Freedom of Information Act Litigation..............................................,63
,C. Litigation Under Section 10(k) of the Act..........................................,64
Index of Cases Discussed ..................................................................................,Index of Cases Discussed ..................................................................................,65
Appendix,Appendix,
,Glossary of Terms Used in Statistical Tables ..........................................,67
,Subject Index to Annual Report Tables,................................................... 75
,Statistical Tables for Fiscal Year 2008,.................................................... 77
