row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
New Hampshire......................................................,88,72,63,8,1,0,0,0,0,14,12,0,2,0,0,2
Rhode Island............................................................,156,134,116,14,4,0,0,0,0,18,15,0,3,0,0,4
Vermont..................................................................,48,37,35,2,0,0,0,0,0,10,7,1,2,0,0,1
New England......................................................,1969,1707,1410,265,21,7,2,1,1,233,195,6,32,2,1,26
Puerto Rico..............................................................,480,383,330,51,0,1,0,0,1,80,70,0,10,2,0,15
Virgin Islands..........................................................,21,11,8,3,0,0,0,0,0,10,10,0,0,0,0,0
Outlying Areas....................................................,501,394,338,54,0,1,0,0,1,90,80,0,10,2,0,15
Alaska......................................................................,111,81,66,15,0,0,0,0,0,29,26,1,2,1,0,0
American Samoa....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California................................................................,4028,3414,2607,728,53,11,3,2,10,571,457,12,102,22,2,19
Federated States of Micronesia..............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam......................................................................,3,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0
Hawaii......................................................................,417,369,301,67,0,0,0,1,0,47,26,4,17,1,0,0
Marshall Islands......................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands........................................,51,50,49,1,0,0,0,0,0,1,1,0,0,0,0,0
Oregon....................................................................,370,268,209,48,4,4,2,0,1,89,69,0,20,6,0,7
Palau........................................................................,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................................,813,625,461,151,7,2,0,0,4,159,118,2,39,7,0,22
Pacific................................................................,5794,4809,3694,1011,64,17,5,3,15,898,699,19,180,37,2,48
District Of Columbia..............................................,205,172,144,24,2,0,1,0,1,31,30,0,1,0,0,2
Delaware.................................................................. Florida......................................................................,121 1189,99 1019,84 862,14 153,1 1,0,0,0 0,0 1,21 167,14 144,0 4,7 19,0 1,0 1,1 1
Georgia....................................................................,555,492,374,,0,2 0,0 0,0,0,61,50,0,11,1,0,1
,,,,118,,,,,,,,,,,0,
Maryland..................................................................,473,380,281,89,8,0,0,2,0,92,77,3,12,0,,1
North Carolina........................................................,362,330,279,51,0,0,0,0,0,29,20,2,7,0,0,3
South Carolina........................................................,133,119,81,38,0,0,0,0,0,12,8,0,4,0,0,2
Virginia....................................................................,407,344,300,41,1,0,0,0,2,63,58,1,4,0,0,0
