row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Food and kindred products…………………………………..,1241,1004,788,206,8,1,0,0,1,220,174,4,42,6,0,11
Tobacco manufacturers……………………………………...,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Textile mill products …………………………………….......,112,87,70,15,1,1,0,0,0,25,19,1,5,0,0,0
Apparel and other finished products made from fabric and similar materials…………………………………………...,70,64,56,8,0,0,0,0,0,5,4,0,1,1,0,0
Lumber and wood products (except furniture)………………,294,229,191,33,3,2,0,0,0,59,43,3,13,2,0,4
Furniture and fixtures…………………………………...…...,220,175,140,29,5,0,1,0,0,41,39,0,2,3,0,1
Paper and allied products ...………………………….……....,374,315,236,77,1,0,0,0,1,52,43,0,9,2,1,4
"Printing, publishing, and allied products………….…………",485,409,345,60,3,1,0,0,0,71,50,4,17,0,0,5
Chemicals and alliedproducts……………………………….,489,402,346,54,1,0,0,0,1,82,67,4,11,0,0,5
Petroleum refining and related industries……………………,157,134,114,18,1,0,0,0,1,22,16,1,5,0,0,1
Rubber and miscellaneous plastic products ………………....,328,273,215,57,1,0,0,0,0,53,47,0,6,2,0,0
Leather and leather products………………………………...,40,36,25,11,0,0,0,0,0,4,1,1,2,0,0,0
"Stone, clay, glass, and concrete products…………………….",477,371,297,70,3,0,0,0,1,103,83,2,18,0,0,3
Primary metal industries………………………………….….,841,764,599,161,4,0,0,0,0,74,65,0,9,3,0,0
Fabricated metal products (except machinery and transport- ation equipment)………………………………………..….,758,597,472,123,2,0,0,0,0,156,123,7,26,3,0,2
Machinery (except electrical) ……………………………......,643,533,404,116,11,1,0,0,1,103,82,2,19,6,0,1
"Electrical and electronic machinery, equipment and supplies",517,460,347,111,1,0,0,0,1,51,44,1,6,2,0,4
Aircraft and parts………………………………………….....,248,226,139,86,1,0,0,0,0,20,18,0,2,0,0,2
Ship and boat building and repairing. …………………….....,144,142,117,24,1,0,0,0,0,2,2,0,0,0,0,0
Automotive and other transportation equipment .....................,875,770,527,241,1,1,0,0,0,104,96,0,8,0,0,1
"phic, medical, andoptical………………………………….",90,70,53,17,0,0,0,0,0,19,15,0,4,1,0,0
Miscellaneous manufacturing industries…………………….,154,96,64,30,1,0,0,0,1,55,47,2,6,2,0,1
Manufacturing..…………………………………,8560,7159,5546,1548,49,7,1,0,8,1322,1079,32,211,33,1,45
Metalmining………………………………………………...,51,46,37,9,0,0,0,0,0,3,3,0,0,0,1,1
Coalmining………………………………………………….,80,,,14,1,1,0,0,0,7,6,0,1,0,0,0
Oil and gas extraction.………………………………………. Mining and quarrying of nonmetallic minerals (except fules),30,73 19,57 15,4,0 0,0 0,0,0,0,10,5,1,4,0,1 0,0
Mining………………………………………….,86,65,54,11,1,1,0,0,0,19,14,2,3,1,2,1 2
,247,203,163,38,216,,0,0,0,39,28,3,8,1,,
Construction…………………………………….,3480,3040,2187,493,,98,5,0,41,434,371,21,42,2,0,4
