row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
New Hampshire........................................,5,5,1,4,0,0,187,163,120,6,114,0,43,187
Rhode Island............................................,13,10,0,9,1,3,1183,1055,648,4,346,298,407,1043
Vermont....................................................,3,2,1,1,0,1,343,291,190,160,30,0,101,324
New England........................................,122,91,20,64,7,31,8245,6657,4139,744,2682,713,2518,5699
Alaska........................................................,11,8,5,3,0,3,398,351,264,43,213,8,87,333
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,139,100,36,58,6,39,7483,5770,3852,956,2564,332,1918,5068
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,14,11,8,2,1,3,503,443,300,214,73,13,143,451
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,29,21,3,17,1,8,1364,1121,715,110,511,94,406,897
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,62,37,16,21,0,25,2374,1798,1153,445,708,0,645,1774
Pacific..................................................,255,177,68,101,8,78,12122,9483,6284,1768,4069,447,3199,8523
Delaware..................................................,7,5,2,3,0,2,308,266,188,29,159,0,78,214
District Of Columbia................................,24,22,4,7,11,2,1654,984,810,89,334,387,174,1501
Florida......................................................,35,24,16,6,2,11,1841,1342,842,285,531,26,500,1409
Georgia......................................................,18,13,10,2,1,5,493,422,285,197,32,56,137,392
Maryland..................................................,20,15,3,2,10,5,2455,1426,932,392,331,209,494,2363
North Carolina..........................................,12,5,2,3,0,7,5439,4726,2378,79,2299,0,2348,4714
South Carolina..........................................,6,5,3,1,1,1,90,88,66,48,12,6,22,65
Virginia....................................................,11,9,5,3,1,2,456,323,196,127,54,15,127,297
West Virginia............................................,6,3,3,0,0,3,595,545,260,249,11,0,285,46
South Atlantic......................................,139,101,48,27,26,38,13331,10122,5957,1495,3763,699,4165,11001
Iowa..........................................................,10,3,2,1,0,7,353,337,126,18,108,0,211,76
Kansas......................................................,12,10,4,6,0,2,1570,1349,629,23,606,0,720,657
Minnesota..................................................,24,12,7,5,0,12,1260,1083,618,74,543,1,465,658
Missouri....................................................,28,20,11,9,0,8,1020,771,478,211,267,0,293,848
Nebraska....................................................,4,4,4,0,0,0,117,99,74,74,0,0,25,117
