row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Massachusetts.................................,39,27,11,13,3,12,1351,1094,640,312,300,28,454,801
New Hampshire..............................,7,6,0,6,0,1,455,397,255,12,243,0,142,388
Rhode Island...................................,9,4,1,3,0,5,326,275,108,59,49,0,167,79
Vermont..........................................,4,2,0,2,0,2,380,339,176,0,176,0,163,194
New England.............................,109,73,20,49,4,36,8205,6824,4048,1924,2003,121,2776,6171
Alaska.............................................,12,10,6,3,1,2,268,232,172,50,111,11,60,242
American Samoa.............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California........................................,160,103,36,61,6,57,14750,12272,6777,2221,4138,418,5495,9653
Federated States of Micronesia.......,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam...............................................,1,1,1,0,0,0,2,2,2,2,0,0,0,2
Hawaii.............................................,15,10,5,5,0,5,619,488,258,187,71,0,230,491
Marshall Islands..............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands...............,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon............................................,25,18,2,16,0,7,1843,1406,1000,123,877,0,406,1467
Palau...............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington.....................................,59,44,11,30,3,15,2645,2088,1276,233,868,175,812,1750
Pacific........................................,272,186,61,115,10,86,20127,16488,9485,2816,6065,604,7003,13605
Delaware.........................................,11,7,6,1,0,4,494,407,117,28,64,25,290,67
District of Columbia.......................,19,16,1,10,5,3,792,456,368,12,227,129,88,728
Florida.............................................,41,30,8,20,2,11,3782,2653,1526,383,1028,115,1127,2829
Georgia...........................................,18,10,5,5,0,8,992,784,498,212,286,0,286,658
Maryland.........................................,38,32,12,13,7,6,3530,2337,1444,762,530,152,893,2184
North Carolina................................,13,9,4,5,0,4,1253,1105,410,238,172,0,695,386
South Carolina................................,5,4,1,3,0,1,368,305,223,78,145,0,82,341
Virginia...........................................,11,6,5,0,1,5,606,520,233,209,10,14,287,210
West Virginia..................................,8,7,6,1,0,1,146,131,96,69,27,0,35,111
South Atlantic............................,164,121,48,58,15,43,11963,8698,4915,1991,2489,435,3783,7514
Iowa................................................,21,7,3,4,0,14,1309,1187,411,122,289,0,776,110
Kansas.............................................,15,9,7,2,0,6,1201,1125,652,311,283,58,473,628
Minnesota.......................................,35,19,14,4,1,16,1537,1283,707,438,222,47,576,856
