row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Pending October 1, 2000....................","*1,316",1196,40,78,2,
Received fiscal 2001..........................,4114,3740,176,195,3,
On docket fiscal 2001........................,5430,4936,216,273,5,
Closed fiscal 2001..............................,4212,3824,173,212,3,
"Pending September 30, 2001..............",1218,1112,43,61,2,
,RMCases,RMCases,RMCases,RMCases,RMCases,RMCases
"Pending October 1, 2000....................",98,,,,,98
Received fiscal 2001..........................,124,,,,,124
On docket fiscal 2001........................,222,,,,,222
Closed fiscal 2001..............................,140,,,,,140
"Pending September 30, 2001..............",82,,,,,82
,RD Cases,RD Cases,RD Cases,RD Cases,RD Cases,RD Cases
"Pending October 1, 2000....................",368,4,1,0,363,
Received fiscal 2001..........................,819,2,0,0,817,
On docket fiscal 2001........................,1187,6,1,0,1180,
Closed fiscal 2001..............................,805,3,1,0,801,
"Pending September 30, 2001..............",382,3,0,0,379,
