row_label,col_1,col_2,col_3
Hearings completed...........................................................................,30,0,27
Decisions issued after hearing...........................................................,43,4,35
By Regional Directors..................................................................,42,4,34
By Board.......................................................................................,1,0,1
Transferred by Regional Directors for initial decision............,0,0,0
Review of Regional Directors' decisions:,,,
Requests for review received..............................................,15,0,15
Withdrawn before request ruled upon.................................,0,0,0
"Board action on requests ruled upon, total..........................",23,0,8
Granted...........................................................................,0,0,0
Denied............................................................................,23,0,8
Remanded.......................................................................,0,0,0
"Withdrawn after request granted, before Board review......",0,0,0
"Board decision after review, total.......................................",1,0,1
Regional Directors' decisions:,,,
Affirmed....................................................................,0,0,0
Modified....................................................................,0,0,0
Reversed....................................................................,1,0,1
