row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut,833 710,,552,129,17,4,2,1,5,105,82,3,20,10,3,5
Maine,159,123,99,18,2,0,4,0,0,31,20,0,11,3,0,2
Massachusetts,1272,1046,778,197,41,19,1,0,10,210,157,7,46,4,2,10
New Hampshire,120,99,75,23,0,0,0,0,1,20,17,0,3,0,0,1
Rhode Island,128,105,75,12,11,6,0,0,1,22,16,2,4,0,0,1
Vermont,58,45,35,10,0,0,0,0,0,13,13,0,0,0,0,0
Region I,"2,570 2,128",,1614,389,71,29,7,1,17,401,305,12,84,17,5,19
Delaware,96,76,61,9,5,0,0,0,1,18,15,1,2,1,0,1
New Jersey,1613,1249,898,282,36,22,4,0,7,336,276,13,47,10,1,17
New York,4411,3577,2177,1225,90,38,5,14,28,723,598,33,92,17,1,93
Puerto Rico,296,193,142,49,0,0,0,1,1,94,85,3,6,0,2,7
Virgin Islands,30,22,21,1,0,0,0,0,0,8,7,0,1,0,0,0
Region II,"6,446 5,117",,3299,1566,131,60,9,15,37,1179,981,50,148,28,4,118
District of Columbia,296,231,180,43,7,0,0,0,1,55,48,2,5,0,0,10
Maryland,755,622,409,206,7,0,0,0,0,127,110,0,17,0,1,5
Pennsylvania,2519,2117,1406,568,82,35,9,4,13,366,280,14,72,11,2,23
Virginia,518,415,326,88,0,1,0,0,0,99,81,2,16,0,0,4
West Virginia,497,450,289,106,24,5,0,1,25,40,36,0,4,2,1,4
Region III,4585,3835,2610,1011,120,41,9 -,5 _,39,687,555,18,114,13,4,46
Alabama,421,334,256,76,0,0,0,0,2,86,58,5,23,0,0,1
Florida,946,770,617,136,12,0,2,0,3,172,142,5,25,1,0,3
Georgia,823,693,530,152,2,6,1,0,2,128,103,4,21,0,0,2
Kentucky,"734,",626,499,102,23,1,0,0,1,95,74,4,17,2,0,11
Mississippi,223,,,,2,0,0,0,0,43,34,2,7,0,1,2
Carolina,,177,151,24,,,,,,,,,,,2,
North,399,328,284,43,1,0,0,0,0,69,55,1,13,0,,0
