row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Food and kindred products,149,71,68,1,2,78,15205,13490,6354,5980,153,221,7136,6327
Textile mill products .,13,5,5,0,0,8,1512,1398,662,702,0,0,736,888
Apparel and other finished products made from fabric and similar mate- rials .,17,7,7,0,0,10,2415,2.142,881,874,0,7,1261,794
Lumber and wood products (except furniture) .,46,12,12,0,0,34,2863,2698,1062,1040,18,4,1636,549
Furniture and futures,27,12,11,0,1,15,2536,2311,1085,921,112,52,1226,1246
Paper and allied products,43,20,20,0,0,23,3107,2948,1284,1284,0,0,1664,1033
"Printing, publishing, and allied products",68,30,26,1,3,38,3298,3019,1.287,1170,19,98,1732,1128
Chemicals and allied products .,57,17,17,0,0,40,4549,4270,1922,1869,13,40,2348,1943
Petroleum refining and related industries,14,4,4,0,0,10,922,866,436,436,0,0,430,576
Rubber and miscellaneous plastic products .,50,15,13,1,1,35,4565,4.248,1723,1636,77,10,2525,767
Leather and leather products,5,1,1,0,0,4,441,408,148,141,7,0,260,62
"Stone, clay, glass, and concrete products",72,33,28,1,4,39,3247,2983,1463,1273,28,162,1520,1132
Primary metal industries,82,32,31,1,0,50,8221,7661,3400,3295,53,52,4261,3530
Fabncated metal products (except machinery and transportation equip- ment),107,53,52,1,0,54,7886,7294,3545,3482,43,20,3749,3111
Machinery (except electrical),90,27,27,0,0,63,8153,7566,3038,2978,9,51,4528,2394
"Electrical and electronic machmery, equipment, and supplies .",52,17,16,0,1,35,8198,7186,4470,3596,18,856,2716,4264
Aircraft and parts,78,41,35,2,4,37,7008,6537,3084,2746,87,251,3453,2.972
Ship and boat building and repairing . . .......... ... ..... ...... ..... .,4,3,3,0,0,1,133,119,39,39,0,0,80,33
Automotive and other transportation equipment .,10,6,6,0,0,4,1127,1047,457,371,0,86,590,341
"Measuring, analyzing, and controlling instruments; photographic, medical, and optical goods; watches and clocks",19,12,12,0,0,7,949,880,468,468,0,0,412,677
Miscellaneous manufacturing mdustnes .,21,6,6,0,0,15,1332,1235,556,508,0,48,679,499
Manufacturing . .. .......... ..... .... ...... ...,1024,424,400,8,16,600,87667,80306,37364,34769,637,1958,42942,34246
