row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Crop Production......................................................,42,38,30,7,1,0,0,0,0,4,3,0,1,0,0,0
Animal Production..................................................,34,27,26,1,0,0,0,0,0,6,3,0,3,0,0,1
Forestry and Logging..............................................,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"Fishing, Hunting and Trapping................................",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Support Activities for Agriculture and Forestry......,13,10,7,3,0,0,0,0,0,3,3,0,0,0,0,0
"Agriculture, Forestry, Fishing, and Hunting......",96,82,65,16,1,0,0,0,0,13,9,0,4,0,0,1
Oil and Gas Extraction............................................,29,20,19,1,0,0,0,0,0,7,3,0,4,0,0,2
Mining (except Oil and Gas)..................................,214,190,170,19,0,1,0,0,0,23,19,0,4,0,0,1
Support Activities for Mining................................,29,21,17,4,0,0,0,0,0,8,8,0,0,0,0,0
Mining................................................................,272,231,206,24,0,1,0,0,0,38,30,0,8,0,0,3
Utilities..............................................................,631,523,411,107,2,0,2,0,1,99,85,2,12,0,0,9
"Building, Developing and General Contracting......",549,476,263,85,76,34,2,1,15,73,68,1,4,0,0,0
Heavy Construction................................................,438,397,250,70,39,26,1,0,11,40,37,1,2,1,0,0
Special Trade Contractors......................................,3215,2654,1922,469,145,81,6,1,30,550,463,26,61,5,1,5
Construction......................................................,4202,3527,2435,624,260,141,9,2,56,663,568,28,67,6,1,5
Food Manufacturing................................................,1051,906,723,176,6,1,0,0,0,135,114,4,17,4,1,5
Beverage and Tobacco Product Manufacturing......,305,252,169,69,12,0,2,0,0,49,35,1,13,4,0,0
Textile Mills............................................................,65,58,51,7,0,0,0,0,0,6,5,0,1,1,0,0
Textile Product Mills..............................................,34,30,27,3,0,0,0,0,0,4,2,0,2,0,0,0
Apparel Manufacturing..........................................,76,68,55,13,0,0,0,0,0,8,6,0,2,0,0,0
Leather and Allied Product Manufacturing............,27,24,16,8,0,0,0,0,0,3,2,0,1,0,0,0
31-Manufacturing..............................................,1558,1338,1041,276,18,1,2,0,0,205,164,5,36,9,1,5
Wood Product Manufacturing................................,153,122,104,16,0,0,2,0,0,30,23,1,6,0,0,1
Paper Manufacturing..............................................,465,412,298,112,1,1,0,0,0,50,39,0,11,3,0,0
Printing and Related Support Activities..................,193,174,151,23,0,0,0,0,0,18,11,1,6,0,0,1
Petroleum and Coal Products Manufacturing..........,136,111,92,13,3,1,1,0,1,24,20,0,4,0,0,1
Chemical Manufacturing........................................,346,302,263,36,3,0,0,0,0,43,33,1,9,1,0,0
