row_label,col_1,col_2
Tyne Co,35,63
"United Biscuit Co. of America, Ontario Biscuit Division",38,778
"Veta Mines, Inc",36,288
Weirton Coal Co,34,1255
Wells-Lamont-Smith Corp,41,1474
Western Printing Co,34,194
"Weyerhauser Timber Co., Clemons Branch",35,810
Williamson-Dickie Mfg. Co,35,1220
B. Unfair Labor Practice Cases Decided on the Basis of a Stipulation of Agreement Entered into by the Parties,,
American Bakeries Co_,40,897
"American Textile Co., Chas. Ruttenburgh, et. al",33,658
Arkansas Fuel Oil Co,40,561
Austell Cabinet Co,36,355
"Best Coat & Apron Mfg. Co., Inc",12,1115
Bethlehem Steel Co,39,1230
"Bicking, Austin S., Paper Mfg. Co",39,460
Bower Roller Bearing Co,37,1
"Boyt Harness Co., general partnership & Boyt Harness Co., limited partnership",41,1065
Buffalo Wall Paper Mfg. Co,34,725
Burgess Battery Co. & Burgess Parr Co,38,1237
"Burlington Mills Hosiery Co. and Town House Hosiery Mills, Inc.",39,132
"Cambridge Iron & Metal Co., The",37,284
"Childress Royalty Co., a corporation",41,174
City Service Transit Co,40,354
Cleveland Container Co,38,103
Colorado Builders Supply Co,38,13
"Crane Enamelware Co., Inc",41,64
"Crown Trouser Co., Inc",38,1189
"Cuneo Press, Inc., The",40,1380
"Curtis Companies, Inc., Clinton Division",39,337
Curtiss-Wright Corp,41,1367
Denver Wholesale Florists Co,35,350
"Dixie Distilled Products Co., Inc",36,1137
Dossin's Food Products,35,534
Durand Mfg. Co,34,58
"E Z Sportcraft Mills, Inc",41,1354
Eagle-Ottawa Leather Co,37,1109
"Eastern Wiping Material Co., Inc",40,473
"Empire Ordnance Co. and West Pittston Iron Works, Inc Enoch Packing Co",39,1199
,40,11-10
