row_label,col_1,col_2
15B.,"Geographic Distribution of Collective-Bargaining Elections Held in Cases Closed, Fiscal Year 1988",230
15C.,"Geographic Distribution of Decertification Elections Held in Cases Closed, Fiscal Year 1988",233
16.,"Industrial Distribution of Representation Elections Held in Cases Closed, Fiscal Year 1988",236
17.,"Size of Units in Representation Elections in Cases Closed, Fiscal Year 1988",239
18.,"Distribution of Unfair Labor Practice Situations Received, by Number of Employees in Establishments, Fiscal Year 1988",241
19.,"Litigation for Enforcement and/or Review of Board Orders, Fiscal Year 1988; and Cumulative Totals, Fiscal Years 1936-88",243
19A.,"Proceedings Decided by Circuit Courts of Appeals on Petitions for Enforcement and/or Review of Board Orders, Fiscal Year 1988, Compared With 5-Year Cumulative Totals, Fiscal Year 1983 through 1987",244
20.,"Injunction Litigation Under Sections 10(e), 10(j), and 10(1), Fiscal Year 1988",245
21.,Special Litigation Involving NLRB; Outcome of Proceedings in Which Court Decisions Issued in Fiscal Year 1988,246
22.,"Advisory Opinion Cases Received, Closed, and Pending, Fiscal Year 1988",247
22A.,"Disposition of Advisory Opinion Cases, Fiscal Year 1988",247
23.,"Time Elapsed for Major Case Processing Stages Completed, Fiscal Year 1988; and Age of Cases Pending Decision, September 30,1988",248
24.,"NLRB Activity Under the Equal Access to Justice Act, Fiscal Year 1988",248
,CHARTS IN CHAPTER I,
1.,Case Intake by Unfair Labor Practice Charges and Representation Petitions,2
2.,ULP Case Intake,4
3.,Disposition Pattern for Unfair Labor Practice Cases,5
3A.,Disposition Pattern for Meritorious Unfair Labor Practice Cases,7
3B.,Disposition Pattern for Unfair Labor Practice Cases After Trial,8
4.,"Number and Age of Unfair Labor Practice Cases Pending Under Preliminary Investigation, Month to Month",9
5.,Unfair Labor Practice Merit Factor,10
6.,Complaints Issued in Unfair Labor Practice Proceedings and Median Days From Filing to Complaint,11
7.,Unfair Labor Practice Cases Settled,12
8.,Administrative Law Judge Hearings and Decisions,13
9.,Amount of Backpay Received by Discriminatees,14
10.,Time Required to Process Representation Cases From Filing of Petition to Issuance of Decision,14
11.,Contested Board Decisions Issued,15
12.,Representation Elections Conducted,17
13.,Regional Director Decisions Issued in Representation and Related Cases,18
14.,Cases Closed,19
15.,Comparison of Filings of Unfair Labor Practice Cases and Representation,20
