row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,29,7,6,1,0,22,1635,1420,737,698,27,12,683,868
Indiana......................................................,8,3,3,0,0,5,555,488,343,343,0,0,145,426
Michigan..................................................,20,5,4,1,0,15,1185,955,445,384,61,0,510,348
Ohio..........................................................,21,6,6,0,0,15,563,527,223,223,0,0,304,213
Wisconsin..................................................,18,8,8,0,0,10,1108,831,427,427,0,0,404,784
East North Central................................,96,29,27,2,0,67,5046,4221,2175,2075,88,12,2046,2639
Alabama....................................................,1,1,1,0,0,0,32,27,16,16,0,0,11,32
Kentucky..................................................,5,3,3,0,0,2,489,341,223,223,0,0,118,323
Mississippi................................................,2,1,1,0,0,1,97,84,43,43,0,0,41,63
Tennessee..................................................,8,4,4,0,0,4,814,772,549,372,0,177,223,443
East South Central................................,16,9,9,0,0,7,1432,1224,831,654,0,177,393,861
New Jersey................................................,12,5,4,1,0,7,556,440,310,255,55,0,130,390
New York..................................................,32,11,9,0,2,21,1728,1261,540,473,21,46,721,820
Pennsylvania............................................,16,7,6,0,1,9,772,688,333,235,53,45,355,295
Middle Atlantic....................................,60,23,19,1,3,37,3056,2389,1183,963,129,91,1206,1505
Arizona......................................................,5,1,1,0,0,4,681,617,251,251,0,0,366,14
Colorado....................................................,6,2,2,0,0,4,397,344,166,166,0,0,178,187
Idaho..........................................................,2,0,0,0,0,2,65,33,9,9,0,0,24,0
Montana....................................................,3,0,0,0,0,3,37,34,9,9,0,0,25,0
Nevada......................................................,2,1,1,0,0,1,211,165,133,133,0,0,32,203
New Mexico..............................................,5,1,1,0,0,4,548,417,174,174,0,0,243,267
Utah..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming..................................................,2,0,0,0,0,2,21,20,3,3,0,0,17,0
Mountain..............................................,25,5,5,0,0,20,1960,1630,745,745,0,0,885,671
Connecticut..............................................,4,1,1,0,0,3,95,82,35,35,0,0,47,58
Maine........................................................,1,0,0,0,0,1,206,197,86,86,0,0,111,0
Massachusetts............................................,11,3,3,0,0,8,457,390,208,201,0,7,182,257
New Hampshire........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
