row_label,col_1,col_2
"Total, all.............................................................................................................................",12,155
Certification amended or unit clarified....................................................................................,4,14
Before hearing....................................................................................................................,4,7
By Regional Director's decision..................................................................................,4,7
By Board decision........................................................................................................,0,0
After hearing......................................................................................................................,0,7
By Regional Director's decision..................................................................................,0,7
By Board decision........................................................................................................,0,0
Dismissed.................................................................................................................................,1,38
Before hearing....................................................................................................................,0,17
By Regional Director's decision..................................................................................,0,14
By Board decision........................................................................................................,0,3
After hearing......................................................................................................................,1,21
By Regional Director's decision..................................................................................,0,17
By Board decision........................................................................................................,1,4
Withdrawn................................................................................................................................,7,103
Before hearing....................................................................................................................,7,100
After hearing......................................................................................................................,0,3
