row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Plastics and Rubber Products Manufacturing..........,299,252,203,48,1,0,0,0,0,45,31,1,13,1,0,1
Nonmetallic Mineral Product Manufacturing.........,315,252,201,50,0,0,1,0,0,61,47,1,13,0,0,2
32-Manufacturing................................................,2038,1727,1403,314,6,1,2,0,1,287,215,5,67,7,0,17
Primary Metal Manufacturing.................................,766,680,526,149,2,0,3,0,0,84,68,1,15,2,0,0
Fabricated Metal Product Manufacturing................,698,593,482,109,2,0,0,0,0,102,66,3,33,2,0,1
Machinery Manufacturing.......................................,495,426,351,72,2,0,1,0,0,66,47,3,16,2,0,1
Computer and Electronic Product Manufacturing...,117,102,85,17,0,0,0,0,0,14,14,0,0,0,0,1
"Electrical Equipment, Appliance, and Component Manufacturing.............................",388,341,278,62,0,0,0,0,1,46,32,1,13,1,0,0
Transportation Equipment Manufacturing..............,1505,1396,903,493,0,0,0,0,0,103,86,0,17,1,0,5
Furniture and Related Product Manufacturing........,183,164,136,26,2,0,0,0,0,18,13,1,4,1,0,0
Miscellaneous Manufacturing.................................,622,521,445,75,0,0,0,0,1,93,64,3,26,6,0,2
33-Manufacturing...............................................,4774,4223,3206,1003,8,0,4,0,2,526,390,12,124,15,0,10
"Wholesale Trade, Durable Goods............................",326,258,217,32,4,1,1,0,3,68,50,3,15,0,0,0
"Wholesale Trade, Nondurable Goods......................",583,462,370,83,5,0,0,0,4,118,101,2,15,0,0,3
Wholesale Trade..................................................,909,720,587,115,9,1,1,0,7,186,151,5,30,0,0,3
Motor Vehicle and Parts Dealers.............................,303,199,174,24,1,0,0,0,0,99,76,4,19,1,1,3
Furniture and Home Furnishings Stores..................,64,47,37,5,5,0,0,0,0,17,13,0,4,0,0,0
Electronics and Appliance Stores............................,22,18,16,2,0,0,0,0,0,4,4,0,0,0,0,0
Building Material and Garden Equipment and Supplies Dealers......................................................,46,28,21,6,0,0,0,0,1,18,14,1,3,0,0,0
Food and Beverage Stores.......................................,714,584,442,135,4,0,1,0,2,117,101,2,14,1,1,11
Health and Personal Care Stores.............................,108,79,64,14,1,0,0,0,0,29,23,0,6,0,0,0
Gasoline Stations.....................................................,22,21,21,0,0,0,0,0,0,1,1,0,0,0,0,0
Clothing and Clothing Accessories Stores..............,73,60,45,14,1,0,0,0,0,13,12,0,1,0,0,0
44-Retail Trade....................................................,1352,1036,820,200,12,0,1,0,3,298,244,7,47,2,2,14
"Sporting Goods, Hobby, Book and Music Stores....",16,14,13,1,0,0,0,0,0,2,2,0,0,0,0,0
