row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Utah..........................................................,1,0,0,0,0,1,97,93,46,0,46,0,47,0
Wyoming..................................................,2,0,0,0,0,2,31,31,10,10,0,0,21,0
Maine........................................................,2,0,0,0,0,2,58,50,11,6,5,0,39,0
Massachusetts............................................,5,2,0,1,1,3,1726,1559,726,639,8,79,833,128
New Hampshire........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island............................................,1,0,0,0,0,1,252,237,73,0,73,0,164,0
Vermont....................................................,1,0,0,0,0,1,121,105,48,0,48,0,57,0
New England........................................,12,3,0,2,1,9,2304,2090,915,645,191,79,1175,141
Alaska........................................................,3,0,0,0,0,3,51,43,4,0,4,0,39,0
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,38,13,2,8,3,25,6524,6070,4713,236,1276,3201,1357,4771
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,2,0,0,0,0,2,196,176,73,73,0,0,103,0
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,11,2,1,1,0,9,443,377,146,23,123,0,231,132
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,16,6,3,3,0,10,1148,862,502,104,398,0,360,931
Pacific..................................................,70,21,6,12,3,49,8362,7528,5438,436,1801,3201,2090,5834
Delaware..................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District Of Columbia................................,3,1,1,0,0,2,160,115,44,25,0,19,71,45
Florida......................................................,10,4,1,3,0,6,1374,1264,570,347,223,0,694,413
Georgia......................................................,5,0,0,0,0,5,177,171,62,42,20,0,109,0
Maryland..................................................,9,3,0,3,0,6,461,396,217,39,178,0,179,289
