row_label,col_1,col_2
"Total, all..........................................................................................................................",16,240
Certification amended or unit clarified....................................................................................,5,17
Before hearing................................................................................................................,4,3
By Regional Director's decision..........................................................................,4,3
By Board decision................................................................................................,0,0
After hearing..................................................................................................................,1,14
By Regional Director's decision..........................................................................,1,13
By Board decision................................................................................................,0,1
Dismissed................................................................................................................................,1,47
Before hearing................................................................................................................,0,20
By Regional Director's decision..........................................................................,0,19
By Board decision................................................................................................,0,1
After hearing..................................................................................................................,1,27
By Regional Director's decision..........................................................................,1,26
By Board decision................................................................................................,0,1
Withdrawn................................................................................................................................,10,176
Before hearing................................................................................................................,9,168
After hearing..................................................................................................................,1,8
