row_label,col_1,col_2
• Total number of cases closed before issuame of complaint,457,100 0
Agreement of the parties-informal settlement,162,355
Before 10(k) notice,145,318
"After 10(k) notice, before opening of I0(k) hearing",16,3.5
"After opening of 10(k) hearing, before issuance of Board dension and determina- tion of dispute",1,02
Compliance with Board decision and determination of dispute,16,35
Withdrawal,166,36.3
Before 10(k) notice,135,295
"After 10(k) notice, before opening of 10(k) hearing",9,20
"After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",1,02
After Board decision and determination of dispute,21,46
Dismissal,113,247
Before 10(k) notice,73,160
"After 10(k) notice, before opening of 10(k) hearing",1,02
"After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",0,
By Board decision and determination of dispute,39,8.S
