row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
32-Manufacturing..............................................,2275,1928,1560,341,11,6,1,0,9,320,256,9,55,12,1,14
Primary Metal Manufacturing................................,826,726,553,165,6,0,0,0,2,97,73,3,21,2,1,0
Fabricated Metal Product Manufacturing................,710,586,489,92,4,0,0,0,1,117,97,3,17,5,0,2
Machinery Manufacturing......................................,600,501,393,103,5,0,0,0,0,92,67,3,22,5,0,2
Computer and Electronic Product Manufacturing..,127,110,94,14,1,0,0,0,1,14,10,0,4,0,0,3
"Electrical Equipment, Appliance and Component Manufacturing........................................................",409,367,254,101,6,4,0,0,2,40,35,0,5,0,0,2
Transportation Equipment Manufacturing..............,1469,1313,874,435,1,1,2,0,0,153,126,11,16,1,0,2
Furniture and Related Product Manufacturing........,187,155,115,39,1,0,0,0,0,29,24,0,5,1,0,2
Miscellaneous Manufacturing................................,638,509,426,80,3,0,0,0,0,121,93,4,24,4,0,4
33-Manufacturing..............................................,4966,4267,3198,1029,27,5,2,0,6,663,525,24,114,18,1,17
"Wholesale Trade, Durable Goods............................",380,281,242,37,1,0,0,0,1,96,69,1,26,3,0,0
"Wholesale Trade, Nondurable Goods......................",654,517,353,160,3,0,0,0,1,132,106,8,18,0,0,5
Wholesale Trade................................................,1034,798,595,197,4,0,0,0,2,228,175,9,44,3,0,5
Motor Vehicle and Parts Dealers............................,375,252,212,32,3,0,0,0,5,122,97,5,20,0,0,1
Furniture and Home Furnishings Stores..................,52,37,32,3,2,0,0,0,0,15,14,0,1,0,0,0
Electronics and Appliance Stores............................,21,17,16,1,0,0,0,0,0,4,2,0,2,0,0,0
Building Material and Garden Equipment and Supplies Dealers......................................................,63,41,37,4,0,0,0,0,0,22,14,0,8,0,0,0
Food and Beverage Stores......................................,819,675,495,162,9,1,0,0,8,130,86,25,19,4,0,10
Health and Personal Care Stores............................,83,68,53,15,0,0,0,0,0,15,12,0,3,0,0,0
Gasoline Stations....................................................,16,13,12,1,0,0,0,0,0,2,1,0,1,0,0,1
Clothing and Clothing Accessories Stores..............,99,86,59,26,1,0,0,0,0,13,10,0,3,0,0,0
44-Retail Trade..................................................,"1,528 30",1189 25,916 23,244,15,1,0,0,13,323,236,30,57,4 0,0 0,12 0
"Sporting Goods, Hobby, Book and Music Stores....",,,,2,0,0,0,0,0,5,2,0,3,,,
General Merchandise Stores....................................,193,163,139,20,2,1,0,0,1,29,24,0,5,1,0,0
Miscellaneous Store Retailers................................,78,62,52,10,0,0,0,0,0,15,10,2,3,0,0,1
Nonstore Retailers..................................................,72,,49,6,0,0,0,0,0,17,15,0,2,0,0,0
45-Retail Trade..................................................,,55,,,2,,0,0,1,,,2,13,1,,1
Air Transportation..................................................,373 74,305 49,263 30,38 18,1,1 0,0,0,0,66 25,51 23,0,2,0,0 0,0
