row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut..........................................................,623,534,426,96,8,3,0,1,0,86,69,2,15,1,0,2
Massachusetts......................................................,956,842,689,138,8,4,2,0,1,95,83,3,9,1,1,17
Maine....................................................................,98,88,81,7,0,0,0,0,0,10,9,0,1,0,0,0
New Hampshire....................................................,88,72,63,8,1,0,0,0,0,14,12,0,2,0,0,2
Rhode Island........................................................,156,134,116,14,4,0,0,0,0,18,15,0,3,0,0,4
Vermont................................................................,48,37,35,2,0,0,0,0,0,10,7,1,2,0,0,1
Region I..........................................................,1969,1707,1410,265,21,7,2,1,1,233,195,6,32,2,1,26
Delaware..............................................................,121,99,84,14,1,0,0,0,0,21,14,0,7,0,0,1
New Jersey............................................................,1477,1202,905,250,21,21,0,1,4,246,213,7,26,13,0,16
New York............................................................,3802,3195,2063,970,85,36,0,10,31,567,462,19,86,17,2,21
Puerto Rico..........................................................,480,383,330,51,0,1,0,0,1,80,70,0,10,2,0,15
Virgin Islands......................................................,21,11,8,3,0,0,0,0,0,10,10,0,0,0,0,0
Region II..........................................................,5901,4890,3390,1288,107,58,0,11,36,924,769,26,129,32,2,53
District Of Columbia............................................,205,172,144,24,2,0,1,0,1,31,30,0,1,0,0,2
Maryland..............................................................,473,380,281,89,8,0,0,2,0,92,77,3,12,0,0,1
Pennsylvania........................................................,2032,1695,1328,288,48,16,7,0,8,319,269,5,45,4,1,13
Virginia................................................................,407,344,300,41,1,0,0,0,2,63,58,1,4,0,0,0
West Virginia........................................................,434,367,278,82,4,3,0,0,0,60,49,2,9,2,0,5
Region III........................................................,3551,2958,2331,524,63,19,8,2,11,565,483,11,71,6,1,21
Alabama................................................................,513,459,401,57,0,0,1,0,0,49,40,1,8,1,0,4
Florida..................................................................,1189,1019,862,153,1,2,0,0,1,167,144,4,19,1,1,1
Georgia................................................................,555,492,374,118,0,0,0,0,0,61,50,0,11,1,0,1
Kentucky..............................................................,478,416,347,62,2,5,0,0,0,55,45,0,10,4,0,3
Mississippi............................................................,232,209,176,28,0,1,0,0,4,23,9,0,14,0,0,0
North Carolina......................................................,362,330,279,51,0,0,0,0,0,29,20,2,7,0,0,3
South Carolina......................................................,133,119,81,38,0,0,0,0,0,12,8,0,4,0,0,2
Tennessee............................................................,586,529,418,110,0,0,1,0,0,57,44,4,9,0,0,0
Region IV........................................................,4048,3573,2938,617,3,8,2,0,5,453,360,11,82,7,1,14
Illinois..................................................................,2162,1760,1181,419,80,54,0,0,26,379,297,14,68,14,4,5
Indiana..................................................................,1052,931,737,179,9,3,1,0,2,114,95,4,15,5,0,2
Michigan..............................................................,2098,1774,1243,499,16,6,0,3,7,298,238,5,55,11,0,15
Minnesota............................................................,458,315,251,46,7,3,7,0,1,131,100,3,28,3,0,9
Ohio......................................................................,2257,1904,1473,379,34,7,1,3,7,327,263,14,50,7,1,18
Wisconsin............................................................,897,674,506,145,15,2,1,4,1,217,181,7,29,4,0,2
Region V..........................................................,8924,7358,5391,1667,161,75,10,10,44,1466,1174,47,245,44,5,51
Louisiana..............................................................,369,154,246,,,,0,0,0,,,,10,0,0 0,0 0
Arkansas..............................................................,180,329,137,17 78,0 2,0 2,0,0,1,26 39,16 28,0 0,11,1,0,2
New Mexico........................................................,199,165,131,33,0,0,0,1,0,32,24,1,7,0,,
