row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed, total",970,939,820,24,95,
Initial hearings,839,814,709,23,82,7
Hearings on objections and/or challenges .. .,131,125,111,1,13,1
"Decisions issued, total",750,722,628,21,73,7
By Regional Directors,717,690,597,21,72,7
Elections directed,627,604,535,12,57,7
Dismissals on record,90,86,62,9,15,0
By Board,33,32,31,0,1,0
Transferred by Regional Directors for initial de- cision,4,3,3,0,0,0
Elections directed,4,3,3,0,0,0
Dismissals on record ..... . ........ .........,0,0,0,0,0,0
Review of Regional Directors' decisions.,,,,,,
Requests for review received,299,291,268,9,14,1
Withdrawn before request ruled upon,20,20,20,0,0,0
"Board action on request ruled upon, total",254,244,222,9,13,1
Granted,34,32,30,0,2,
Dented,215,208,189,8,11,
Remanded,5,4,3,1,0,
"Withdrawn after request granted, before",,,,,,
Board review,3,2,2,0,0,0
Board decision after review. total,29,29,28,0,1,0
Regional Directors' decisions,,,,,,
Affirmed,10,10,10,,,
Modified,8,8,7,,,
Reversed,11,11,11,,,
Outcome:,,,,,,
Election directed,21,21,20,0,1,
Dismissals on record,8,8,8,0,,0
