row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Totals-all types .................................................................,12,9,3,5,4,1,4,3,1,3,2,,1,0,0,0
NLRB-initiated actions or interventions ...............................,2,2,0,1,1,0,1,1,0,0,,0,0,0,0,0
Motion to file Board's late proof of claim…………….....,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
To stay district court § 301 action……………..................,1,1,0,0,0,0,1,1,0,0,0,,0,0,0,0
To lift stay in subpoena enforcement action……………..,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
To enjoin local ordinance as preempted ………………...,1,1,0,1,1,0,0,0,0,,0,0,0,0,0,0
Action by other parties ............................................................,10,7,3,4,3,1,3,2,1,3,,2,1,0,0,0
To review: .........................................................................,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Prosecutorial discretion ...............................................,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Nonfinal/representation orders.....................................,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
To restrain NLRB from: ....................................................,2,2,0,0,0,0,1,1,0,1,,1,0,0,0,0
Enforcing Board subpoenas ........................................,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Proceeding in R case ...................................................,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Proceeding in unfair labor practice case .....................,2,2,0,0,0,0,1,1,0,1,,1,0,0,0,0
To compel NLRB to: .........................................................,1,1,0,0,0,0,0,0,0,1,,1,0,0,0,0
Issue complaint …………………................................,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Take action in R case ...…….......................................,1,1,0,0,0,0,0,0,0,1,,1,0,0,0,0
Vacate election/decertifyrep…………………………,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
To issue decision or take specific action .....................,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
