row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Massachusetts............................................,8,4,3,1,0,4,430,371,234,209,25,0,137,311
New Hampshire........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island............................................,3,2,2,0,0,1,165,131,79,79,0,0,52,132
Vermont....................................................,1,1,0,1,0,0,94,86,45,0,45,0,41,94
New England........................................,18,8,6,2,0,10,946,824,439,369,70,0,385,575
Puerto Rico................................................,3,2,2,0,0,1,121,114,72,70,0,2,42,114
Virgin Islands............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlying Areas....................................,3,2,2,0,0,1,121,114,72,70,0,2,42,114
Alaska........................................................,2,1,1,0,0,1,104,86,44,44,0,0,42,61
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,39,11,11,0,0,28,7188,5387,2510,2352,0,158,2877,1665
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,6,2,2,0,0,4,343,264,105,103,2,0,159,160
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,5,2,2,0,0,3,53,49,25,16,0,9,24,15
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,15,9,9,0,0,6,783,645,337,337,0,0,308,408
Pacific..................................................,67,25,25,0,0,42,8471,6431,3021,2852,2,167,3410,2309
Delaware..................................................,5,3,2,1,0,2,378,338,174,135,39,0,164,336
District Of Columbia................................,1,0,0,0,0,1,15,9,1,0,0,1,8,0
Florida......................................................,11,2,2,0,0,9,374,335,102,102,0,0,233,64
Georgia......................................................,6,1,1,0,0,5,603,519,226,226,0,0,293,174
Maryland..................................................,3,2,2,0,0,1,57,55,29,29,0,0,26,29
North Carolina..........................................,3,1,1,0,0,2,261,239,145,145,0,0,94,226
