row_label,col_1,col_2
"R. K. 0. Radio Pictures, Inc., New York,NY",33,447
"R. K. 0. Radio Pictures, Inc., St. Louis, Mo",41,365
R. K. 0. Service Corp,41,656
Railways Ice Co,37,883
Ralston Purina Co,41,579
Ralston Steel Car Co,40,1401
Red Jacket Mfg. Co,36,932
"Remington-Rand, Inc., Remtico Supplies Division",36,474
"Remington-Rand, Inc., Elmira,NY",40,1100
"Remington-Rand, Inc., Los Angeles, Calif",39,243
Republic Creosoting Co,40,615
Republic Pictures Corp,41,463
"Republic Steel Corp., Buffalo, N. Y",39,687
"Republic Steel Corp., Niles Steel Products Division",35,363
"Reynolds, R. J., Tobacco Co",33,674
Rice & Adams Corp,38,1003
•Richard Borden Mfg. Co,36,678
Richard Ore Co,37,544
"Richmond Greyhound Lines, Inc",37,818
"Robert, E., Nelson, Co., Inc",39,1168
Rockbestos Products Corp,39,376
Rockland Light & Power Co,35,542
Rockwood Alabama Stone Co,40,790
Rohr Aircraft Corp,34,266
Rosedale Foundry dr Machine Co,35,1
"Rosenhirsch, H., Co., et al",38,619
Rosiclare Lead & Fluorspar Mining,41,1143
Royal Blue Granite Co,35,685
Russell Heel Co,41,45
Rutherford Freight Lines,35,1322
Rytex Co,35,792
Sagamore Mfg. Co,39,909
St. Joseph Lead Co,41,236
St. Louis Steel Products Co,41,1261
Saint Paul Union Stockyards Co,38,1049
"Salisbury Cotton Mills, The",39,210
"San Equip, Inc",35,1116
Santa Fe Warehouse,41,590
Saticoy Lemon Assn,41,243
Savannah Electric & Power Co,38,47
"Saybrooke Mfg. Co., Inc",33,1225
Schieffelin & Co,35,290
"Schiff Co., The",36,575
Sculler Safety Corp,36,1160
Seaboard Lemon Assn,41,248 76
"Seagrave Corp., The",40,
Sealed Power Corp. and The Accuralite Co,41,1225
