row_label,col_1,col_2
Total number of cases closed before issuance of complaint,678,100.0
Agreement of the parties-informal settlement,291,42.9
Before 10(k) notice_,273,40.3
"After 10(k) notice, before opening of 10(k) hearing",18,2.
"After opening of 10(k) hearing, before issuance of Board decision and determi- nation of dispute",0,
Compliance with Board decision and determination of dispute,29,4.3
Withdrawal,262,38.6
"Before 10(k) notice_ After 10(k) notice, before opening of 10(k) hearin After opening of 10(k) hearing, before issuance of Board decision and determi-",222 23,32.7 3.4
nation of dispute,3,.4
After Board decision and determination of dispute _,14,2.1
Dittminva,96,14.2
Before 10(k) notice_,83-,12.3
"After 10(k) notice, before opening of 10(k) hearing",3,
"After opening of 10(k) hearing, before issuance of Board decision and determi- nation of dispute",1,.1
By Board decision and determination of dispute,9,1.3
