row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections.................................,"3 2,669",93,2201,0,374,1
Eligible voters........................,184566,7591,133700,0,43269,6
Valid votes.............................,151713,5502,111297,0,34908,6
RC cases:,,,,,,
Elections.................................,2180,83,1784,0,313,0
Eligible voters........................,149109,7138,103662,0,38309,0
Valid votes.............................,123455,5131,87323,0,31001,0
RMcases:,,,,,,
Elections................................,51,1,41,0,8,1
Eligible voters........................,1609,8,1500,0,95,6
Valid votes.............................,1329,6,1228,0,89,6
RD cases:,,,,,,
Elections.................................,384,7,334,0,43,0
Eligible voters........................,27734,227,23349,0,4158,0
Valid votes.............................,22964,197,19492,0,3275,0
UD cases:,,,,,,
Elections.................................,54,2,42,0,10,
Eligible voters........................,6114,218,5189,0,707,
Valid votes.............................,3965,168,3254,0,543,
