row_label,col_1,col_2,col_3
Hearings completed...........................................................................,41,0,34
Decisions issued after hearing...........................................................,59,2,51
By Regional Directors..................................................................,46,2,38
By Board......................................................................................,13,0,13
Transferred by Regional Directors for initial decision............,0,0,0
Review of Regional Directors' decisions:...............................,,,
Requests for review received..............................................,19,0,18
Withdrawn before request ruled upon................................,0,0,0
"Board action on requests ruled upon, total..........................",15,0,14
Granted ........................................................................,2,0,2
Denied............................................................................,12,0,11
Remanded.......................................................................,1,0,1
"Withdrawn after request granted, before Board review......",0,0,0
"Board decision after review, total.......................................",13,0,13
Regional Directors' decisions:.......................................,,,
Affirmed....................................................................,0,0,0
Modified....................................................................,10,0,10
Reversed....................................................................,3,0,3
