row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Maine.........................................,1,1,1,0,0,0,13,11,7,7,0,0,4,0
Massachusetts.............................,4,3,1,2,0,1,140,101,75,20,55,0,26,132
New Hampshire..........................,2,1,1,0,0,1,87,62,46,44,0,2,16,82
Rhode Island..............................,2,2,0,2,0,0,231,201,119,0,119,0,82,231
Vermont.....................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New England.........................,15,11,5,6,0,4,835,646,401,111,288,2,245,789
Alaska.........................................,1,1,0,1,0,0,13,13,10,0,10,0,3,13
American Samoa........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California...................................,35,24,7,16,1,11,3194,2762,1748,397,1332,19,1014,2743
Federated States of Micronesia..,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam..........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii........................................,2,0,0,0,0,2,135,104,32,29,3,0,72,0
Marshall Islands.........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands...........,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon........................................,4,1,0,1,0,3,352,313,133,31,102,0,180,81
Palau...........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington................................,13,5,1,4,0,8,1443,1131,566,37,529,0,565,436
Pacific....................................,55,31,8,22,1,24,5137,4323,2489,494,1976,19,1834,3273
Delaware....................................,1,1,1,0,0,0,7,5,4,4,0,0,1,7
District of Columbia..................,2,2,1,1,0,0,101,47,39,9,26,4,8,101
Florida........................................,8,3,0,3,0,5,451,400,175,22,153,0,225,206
Georgia.......................................,2,1,0,1,0,1,131,95,26,0,26,0,69,42
Maryland....................................,2,1,0,1,0,1,140,116,56,0,56,0,60,80
North Carolina............................,5,5,2,2,1,0,1752,1423,954,851,71,32,469,1752
South Carolina............................,1,1,1,0,0,0,141,121,102,102,0,0,19,141
Virginia......................................,1,0,0,0,0,1,19,15,2,0,0,2,13,0
West Virginia.............................,3,1,1,0,0,2,87,77,30,17,13,0,47,30
South Atlantic.......................,25,15,6,8,1,10,2829,2299,1388,1005,345,38,911,2359
Iowa............................................,5,0,0,0,0,5,77,69,11,0,11,0,58,0
