row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Accommodation......................................................,,519,361,146,9,,1,0,2,64,57,1,6,1,0,0
Foodservices and Drinking Places..........................,450,382,303,67,5,0,0,0,7,62,35,3,24,5,0,1
Accommodation and Foodservices....................,1034,901,664,213,14,0,1,0,9,126,92,4,30,6,0,1
Repair and Maintenance..........................................,276,202,163,35,0,1,0,0,3,71,54,1,16,0,0,3
Personal and Laundry Services..............................,366,306,268,34,1,1,0,0,2,57,47,3,7,0,0,3
"Religious, Grantmaking, Civic, and Professional and Similar Organizations......................................",370,335,195,137,2,0,1,0,0,30,25,0,5,1,0,4
Private Households..................................................,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Other Services (except Public Administration)..,1017,847,630,206,3,2,1,0,5,158,126,4,28,1,0,11
"Executive, Legislative, Public Finance and General Government..............................................",15,14,9,5,0,0,0,0,0,1,1,0,0,0,0,0
"Justice, Public Order, and Safety............................",96,75,64,11,0,0,0,0,0,20,18,0,2,0,0,1
Administration of Human Resource Programs........,16,15,13,2,0,0,0,0,0,1,1,0,0,0,0,0
Administration of Environmental Quality Programs..................................................................,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Administration of Housing Programs, Urban Planning, and Community Development................",4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1
Administration of Economic Programs..................,14,11,10,1,0,0,0,0,0,3,1,1,1,0,0,0
Space Research and Technology............................,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
National Security and International Affairs............,17,13,13,0,0,0,0,0,0,4,4,0,0,0,0,0
Public Administration........................................,165,131,112,19,0,0,0,0,0,32,28,1,3,0,0,2
Unclassified Establishments..............................,328,267,182,84,1,0,0,0,0,58,49,3,6,1,0,2
"Total, all industrial groups..................................",33689,28764,21747,6206,464,186,38,23,100,4645,3712,130,803,107,11,162
